|lemma|lemma_correct
7234|Gericht|das Gericht
7248|Sekt|der Sekt
7254|Kunstfreiheit|Kunstfreiheit
7255|decken|decken
7262|nutzen|nutzen
7264|bewusst|bewusst
7265|lieber|lieber
7267|Konjunktiv|der Konjunktiv
7274|Konflikt|der Konflikt
7277|Gesetz|das Gesetz
7282|Reptiloid|der Reptiloid
7287|gipfeln|gipfeln
7290|Aufruf|der Aufruf
7295|Faschist|der Faschist
7308|anstatt|anstatt
7324|anmachen|anmachen
7345|vielleicht|vielleicht
7351|Ken|das Ken
7357|Zensur|die Zensur
7360|laut|laut
7361|beschweren|beschweren
7367|Band|das Band
7372|erwähnen|erwähnen
7374|beschimpfen|beschimpfen
7380|zerren|zerren
7383|natürlich|natürlich
7386|Recht|das Recht
7393|Anwältin|die Anwältin
7394|bezahlen|bezahlen
7397|lächerlich|lächerlich
7399|hoffentlich|hoffentlich
7406|passieren|passieren
7448|Dan|der Dan
7456|Experiment|das Experiment
7460|ausloten|ausloten
7462|erlauben|erlauben
7465|verbieten|verbieten
7471|Meinung|die Meinung
7480|Glück|das Glück
7492|wahnsinnig|wahnsinnig
7495|wirken|wirken
7497|eher|eher
7500|Nationalsozialist|der Nationalsozialist
7519|vertrauen|vertrauen
7525|Polizeiapparat|Polizeiapparat
7528|Verfassungsschutz|der Verfassungsschutz
7532|aufbauen|aufbauen
7536|Polizei|die Polizei
7540|durchsetzen|durchsetzen
7548|fesseln|fesseln
7550|anzünden|anzünden
7555|friedlich|friedlich
7560|ankommen|ankommen
7570|Militanz|die Militanz
7599|alles|alles
7616|Job|der Job
7619|flexibel|flexibel
7620|Arbeitszeit|die Arbeitszeit
7624|Agentur|die Agentur
7630|vermarkten|vermarkten
7635|After|der After
7639|Chef|der Chef
7653|Lebenslauf|der Lebenslauf
7657|sympathisch|sympathisch
7659|seriös|seriös
7660|Foto|das Foto
7666|erscheinen|erscheinen
7673|reinkommen|reinkommen
7677|rauskommen|rauskommen
7690|bevor|bevor
7704|irgendwo|irgendwo
7708|vorne|vorne
7728|bestimmt|bestimmt
7731|Hast|die Hast
7735|Alltag|der Alltag
7749|Tasche|die Tasche
7750|packen|packen
7752|Bordeaux|der Bordeaux
7755|Gästebett|das Gästebett
7757|Kaffeefleck|der Kaffeefleck
7762|ungefähr|ungefähr
7766|verstecken|verstecken
7782|beibringen|beibringen
7786|Auto|das Auto
7787|aufknacken|aufknacken
7821|Juni|der Juni
7834|Ticket|das Ticket
7837|Zaun|der Zaun
7849|verhauen|verhauen
7854|tagelang|tagelang
7866|alleine|alleine
7867|tanzen|tanzen
7868|Besoffener|der Besoffener
7872|Flasche|die Flasche
7879|irgendwer|irgendwer
7887|wegen|wegen
7933|dran|dran
7940|plötzlich|plötzlich
7950|Straßenbahn|die Straßenbahn
7979|Blick|der Blick
7999|zimmern|zimmern
8001|blöde|blöde
8008|Sarg|der Sarg
8019|Gelegenheit|die Gelegenheit
8026|Wichser|der Wichser
8035|Hau|der Hau
8039|Maul|das Maul
8063|leiden|leiden
8072|streiten|streiten
8077|Chance|die Chance
8078|verkacken|verkacken
8081|Zufall|der Zufall
8085|trotzdem|trotzdem
8094|wach|wach
8101|Glas|das Glas
8103|verpassen|verpassen
8105|Bus|der Bus
8112|nix|nix
8115|Lügengeschichte|die Lügengeschichte
8123|anrufen|anrufen
8124|obwohl|obwohl
8126|versprechen|versprechen
8131|Monat|der Monat
8135|Marquis|der Marquis
8145|labern|labern
8147|planen|planen
8150|Nadel|die Nadel
8152|hängen|hängen
8165|treten|treten
8175|irgendwann|irgendwann
8179|Schwachstelle|die Schwachstelle
8186|Schlag|der Schlag
8361|Speise|die Speise
8370|Bayer|der Bayer
8372|Ei|das Ei
8373|leuchten|leuchten
8374|nachts|nachts
8376|Sachsen|Sachsen
8378|Schweinehachse|Schweinehachse
8380|empfehlen|empfehlen
8383|Gesundheitspolizei|Gesundheitspolizei
8394|Hessen|Hessen
8401|winken|winken
8403|Schwabe|der Schwabe
8406|Leberwurst|die Leberwurst
8421|Pilz|der Pilz
8431|wem|wem
8432|schmecken|schmecken
8438|Sandwich|das Sandwich
8439|wen|wen
8471|völlig|völlig
8539|enden|enden
8545|total|total
8546|Amnesie|die Amnesie
8547|Fiasko|das Fiasko
8552|Erdboden|der Erdboden
8553|versinken|versinken
8561|normalerweise|normalerweise
8589|Herr|der Herr
8591|Situation|die Situation
8625|massiv|massiv
8626|Aphasie|die Aphasie
8690|Himmel|der Himmel
8704|schlau|schlau
8710|zusehen|zusehen
8738|Gefühl|das Gefühl
8760|klar|klar
8764|Möglichkeit|die Möglichkeit
8776|ausgehen|ausgehen
8805|verrinnen|verrinnen
8812|aufhören|aufhören
8826|beginnen|beginnen
8848|ärgern|ärgern
8863|unternehmen|unternehmen
8882|Mütze|die Mütze
8935|verändern|verändern
8940|behaupten|behaupten
8945|Veränderung|die Veränderung
8951|erklären|erklären
8968|automatisch|automatisch
8969|Terrorist|der Terrorist
9021|Todesurteil|das Todesurteil
9022|unterschreiben|unterschreiben
9032|zumindest|zumindest
9033|theoretisch|theoretisch
9035|furchtbar|furchtbar
9036|tolerant|tolerant
9050|Diskussion|die Diskussion
9052|okay|okay
9059|Straße|die Straße
9063|demonstrieren|demonstrieren
9068|versuchen|versuchen
9076|verarschen|verarschen
9081|wählen|wählen
9086|Stimme|die Stimme
9163|Fahrrad|das Fahrrad
9171|hoffen|hoffen
9182|Strafe|die Strafe
9183|zahlen|zahlen
9186|führen|führen
9189|Verhör|das Verhör
9219|Gegensatz|der Gegensatz
9236|fliegen|fliegen
9239|Wolke|die Wolke
9247|Popel|der Popel
9252|Affe|der Affe
9255|Ford|der Ford
9257|Blödmann|der Blödmann
9260|Porsche|der Porsche
9264|Audi|der Audi
9265|Sport|der Sport
9267|Spinner|der Spinner
9270|Manta|der Manta
9272|Dödel|der Dödel
9273|Jaguar|der Jaguar
9275|Genießer|der Genießer
9299|braun|braun
9312|Sattel|der Sattel
9315|Schlauch|der Schlauch
9320|äußerst|äußerst
9321|passend|passend
9405|perfekt|perfekt
9411|Liebeslied|das Liebeslied
9416|Film|der Film
9420|Boy|Boy
9439|stimmen|stimmen
9444|ungeschickt|ungeschickt
9445|Kerze|die Kerze
9467|sternenklar|sternenklar
9479|Sternschnuppe|die Sternschnuppe
9495|Gewicht|das Gewicht
9507|Radio|das Radio
9532|verlangen|verlangen
9543|zanken|zanken
9552|romantisch|romantisch
9558|Ex|der Ex
9563|ratsam|ratsam
9573|Klaus|die Klaus
9605|checken|checken
9622|Farce|die Farce
9638|Marktwirtschaft|die Marktwirtschaft
9644|Kapitalismus|der Kapitalismus
9652|Glaube|der Glaube
9656|heilen|heilen
9669|Führer|der Führer
9671|Heil|das Heil
9673|dumm|dumm
9679|bereiten|bereiten
9684|Straßenkampf|der Straßenkampf
9691|Abendland|das Abendland
9704|Strich|der Strich
9719|Bewusstsein|das Bewusstsein
9758|Ficken|das Ficken
9767|Anfang|der Anfang
9772|anfangen|anfangen
9784|heutig|heutig
9785|Reichtum|der Reichtum
9788|Diebstahl|der Diebstahl
9793|politisch|politisch
9799|sobald|sobald
9801|Politiker|der Politiker
9803|weiß|weiß
9805|Rechtsextremist|der Rechtsextremist
9808|Landesparlament|Landesparlament
9816|vertuschen|vertuschen
9819|Schwester|die Schwester
9821|Bruder|der Bruder
9830|Solidarität|die Solidarität
9831|statt|statt
9835|Morgen|der Morgen
9921|ficken|ficken
9943|Luftschloss|das Luftschloss
9946|Future|der Future
10043|Bitte|die Bitte
10054|Sorte|die Sorte
10055|Joghurt|der Joghurt
10058|Regal|das Regal
10061|Zimt|der Zimt
10067|Wahl|die Wahl
10071|Achsel|die Achsel
10072|wehen|wehen
10073|Deodorant|das Deodorant
10079|männlich|männlich
10080|markant|markant
10086|Sushi|das Sushi
10088|Wurst|die Wurst
10090|Cola|die Cola
10097|Durst|der Durst
10100|Handy|das Handy
10102|Nummer|die Nummer
10104|App|die App
10118|Depp|der Depp
10126|Kopfschmerz|der Kopfschmerz
10163|Athen|Athen
10166|Madrid|Madrid
10174|bloß|bloß
10198|Playlist|die Playlist
10215|Aktie|die Aktie
10217|Wertpapierdepot|das Wertpapierdepot
10220|Konto|das Konto
10226|froh|froh
10273|Option|die Option
10274|verschonen|verschonen
10278|darüber|darüber
10280|lohnen|lohnen
10284|Zweifel|der Zweifel
10302|Übersicht|die Übersicht
10320|Therapie|die Therapie
10325|Viertel|das Viertel
10328|siebzehn|siebzehn
10329|Therapeut|der Therapeut
10331|verdammt|verdammt
10383|hinunter|hinunter
10386|Stern|der Stern
10387|hinauf|hinauf
10392|Energiesparhaus|Energiesparhaus
10395|Evolution|die Evolution
10414|Planet|der Planet
10418|breit|breit
10430|platt|platt
10435|Wald|der Wald
10439|Chor|der Chor
10450|Krone|die Krone
10452|Schöpfung|die Schöpfung
10453|aha|aha
10454|na|na
10463|Sintflut|die Sintflut
10482|Pech|das Pech
10490|Schwein|das Schwein
10496|ha|ha
10503|Kernkraft|die Kernkraft
10504|erfinden|erfinden
10507|Fernsehprogramm|das Fernsehprogramm
10508|Kaffeevollautomat|Kaffeevollautomat
10513|geil|geil
10526|Überschall|der Überschall
10527|reisen|reisen
10529|Berufsverkehr|der Berufsverkehr
10542|Gebiet|das Gebiet
10544|Crème|die Crème
10550|Ozean|der Ozean
10620|Fehler|der Fehler
10623|Matrix|die Matrix
10628|herrschen|herrschen
10741|Herbst|der Herbst
10744|Deutschlandlied|das Deutschlandlied
10751|Stehtisch|der Stehtisch
10754|durchschallen|durchschallen
10756|treudeutsch|treudeutsch
10757|trist|trist
10768|bitterkalt|bitterkalt
10770|Zwetschgenschnaps|Zwetschgenschnaps
10771|wärmen|wärmen
10778|Stampe|die Stampe
10781|Gehweg|der Gehweg
10787|damals|damals
10791|Märchenbuch|das Märchenbuch
10799|Gesinnungslump|Gesinnungslump
10805|einander|einander
10808|Deutschtum|das Deutschtum
10810|betrunken|betrunken
10813|Herbstwind|der Herbstwind
10817|Schlachtenbummler|der Schlachtenbummler
10822|Kamerad|der Kamerad
10823|gähnen|gähnen
10824|großmäulig|großmäulig
10835|schrecken|schrecken
10840|Stammtisch|der Stammtisch
10845|nass|nass
10847|selig|selig
10849|schwören|schwören
10852|kreuzbrav|kreuzbrav
10855|Reinheitsgebot|das Reinheitsgebot
10863|Crew|die Crew
10871|Frust|der Frust
10878|rollen|rollen
10880|Punkrock|der Punkrock
10893|teuer|teuer
10894|Kutte|die Kutte
10897|antikapitalistisch|antikapitalistisch
10908|gemeinsam|gemeinsam
10932|bieten|bieten
10933|Paroli|das Paroli
10934|Sturmhaube|die Sturmhaube
10935|Rollkragen|Rollkragen
10939|Glatze|die Glatze
10941|irgendetwas|irgendetwas
10945|Cringe|Cringe
10948|Art|die Art
10949|Link|der Link
10961|vereinigen|vereinigen
10968|Staatsdienst|der Staatsdienst
10971|Presse|die Presse
10980|Fresse|die Fresse
10984|Faxe|die Faxe
10989|Punker|der Punker
10991|Call|der Call
10995|Arbeit|die Arbeit
11000|Rollkragenpulli|Rollkragenpulli
11002|links|links
11009|Szene|die Szene
11012|Schauspieler|der Schauspieler
11019|gendern|gendern
11021|Rap|der Rap
11034|Macker|der Macker
11036|rum|rum
11038|Action|die Action
11043|sophisticated|sophisticated
11051|Pass|der Pass
11067|Team|das Team
11136|zwischen|zwischen
11140|ups|ups
11141|Mut|der Mut
11145|Antifa|die Antifa
11146|Struktur|die Struktur
11147|Dude|Dude
11149|Plenum|das Plenum
11158|Uhr|die Uhr
11159|Weiße|die Weiße
11164|reflektieren|reflektieren
11171|Max|Max
11191|Weinschorle|die Weinschorle
11198|Getränk|das Getränk
11341|neugeboren|neugeboren
11346|Mama|die Mama
11348|anscheinend|anscheinend
11356|fies|fies
11358|Eltern|Eltern
11361|geschieden|geschieden
11367|vier|vier
11376|Geburtstagstorte|die Geburtstagstorte
11385|Opa|der Opa
11386|kerngesund|kerngesund
11398|Blumenbeet|das Blumenbeet
11407|Süden|der Süden
11408|Sonnenbrand|der Sonnenbrand
11411|Urlaub|der Urlaub
11414|Strand|der Strand
11428|Schule|die Schule
11434|Lehrerin|die Lehrerin
11441|Tafel|die Tafel
11442|ABC|das ABC
11444|Zeugnis|das Zeugnis
11449|Besuch|der Besuch
11454|gebrochen|gebrochen
11455|Nasenbein|das Nasenbein
11466|Date|das Date
11469|Nina|Nina
11471|beulen|beulen
11484|Peter|Peter
11488|Demo|die Demo
11495|Krankenhaus|das Krankenhaus
11498|Abi|das Abi
11505|Rucksack|der Rucksack
11535|Uni|die Uni
11539|zehn|zehn
11540|Semester|das Semester
11541|BWL|BWL
11544|Abschluss|der Abschluss
11551|arbeitslos|arbeitslos
11554|Antrag|der Antrag
11556|Hartz|Hartz
11557|IV|IV
11559|setzen|setzen
11561|Vermieter|der Vermieter
11567|ungewaschen|ungewaschen
11568|unrasiert|unrasiert
11574|funktionieren|funktionieren
11578|dunkel|dunkel
11579|Brücke|die Brücke
11585|Kippe|die Kippe
11586|bücken|bücken
11592|Mauer|die Mauer
11593|lehnen|lehnen
11602|Winter|der Winter
11674|trinken|trinken
11677|übern|übern
11683|Currywurst|die Currywurst
11693|Smartphone|das Smartphone
11699|Trap|Trap
11704|Handicap|das Handicap
11707|Schließfach|das Schließfach
11710|Bank|die Bank
11743|dank|dank
11748|betrügen|betrügen
11750|Blinde|die Blinde
11751|Kuh|die Kuh
11756|CDU|die CDU
11759|Pelzmantel|der Pelzmantel
11761|Schrank|der Schrank
11770|Droge|die Droge
11772|Ferienhaus|das Ferienhaus
11780|wischen|wischen
11817|GG|das GG
11819|krank|krank
11835|Frank|Frank
11846|sportlich|sportlich
11860|spazieren|spazieren
11873|Zander|der Zander
11879|Weib|das Weib
11903|Chardonnay|der Chardonnay
11909|Maria|Maria
11940|Alu|die Alu
11964|Musik|die Musik
11974|weder|weder
11977|Business|das Business
11980|Motivation|die Motivation
11997|schade|schade
11999|schätzen|schätzen
12010|Push|Push
12023|Ekel|der Ekel
12035|Produkt|das Produkt
12038|achtzig|achtzig
12045|spucken|spucken
12051|Generation|die Generation
12052|Alpha|das Alpha
12054|Selbstoptimierer|Selbstoptimierer
12060|Sieger|der Sieger
12066|außer|außer
12071|Gewinner|der Gewinner
12079|Fall|der Fall
12115|Ahnung|die Ahnung
12117|Kette|die Kette
12119|Blaulicht|das Blaulicht
12123|Fashion|Fashion
12125|Outfit|das Outfit
12136|traurig|traurig
12138|Mailbox|die Mailbox
12146|Nachricht|die Nachricht
12147|lauten|lauten
12148|Mission|die Mission
12149|eins|eins
12151|Ausrufezeichen|das Ausrufezeichen
12152|Plakat|das Plakat
12153|acht|acht
12154|Komma|das Komma
12155|Verhaftung|die Verhaftung
12157|Punkt|der Punkt
12160|folgen|folgen
12164|Vorschlaghammer|der Vorschlaghammer
12168|Fenster|das Fenster
12176|drüben|drüben
12187|Aldi|Aldi
12191|Abbild|das Abbild
12206|Girlande|die Girlande
12208|zerknüllen|zerknüllen
12216|Denkmal|das Denkmal
12222|enthüllen|enthüllen
12223|Refrain|der Refrain
12224|Judith|Judith
12234|bauen|bauen
12237|Vollidiot|der Vollidiot
12243|versauen|versauen
12248|Sprayer|der Sprayer
12257|Trümmer|Trümmer
12291|Beton|der Beton
12332|Bridge|das Bridge
12338|Inschrift|die Inschrift
12347|golden|golden
12348|Schrift|die Schrift
12426|Welle|die Welle
12432|vorüber|vorüber
12434|Brett|das Brett
12436|verstauben|verstauben
12439|schäumen|schäumen
12461|Fleck|der Fleck
12488|brechen|brechen
12506|am|am
12539|Salz|das Salz
12546|Staub|der Staub
12649|Sturm|der Sturm
12767|Mobil|das Mobil
12772|daheim|daheim
12781|nah|nah
12795|Kellnerin|die Kellnerin
12797|Mainz|Mainz
12805|modern|modern
12806|Style|Style
12812|greifen|greifen
12823|verschwinden|verschwinden
12825|googlen|googlen
12831|Google|Google
12843|hinsetzen|hinsetzen
12847|Touri|der Touri
12854|Jahrtausend|das Jahrtausend
12861|Monument|das Monument
12865|knipsen|knipsen
12868|Landessprache|die Landessprache
12870|Fraß|der Fraß
12875|Stammlokal|das Stammlokal
12878|Hammelbraten|der Hammelbraten
12883|überteuert|überteuert
12884|Andenken|das Andenken
12885|kaufen|kaufen
12891|Wandschrank|der Wandschrank
12893|Wollen|Wollen
12895|Grün|das Grün
12898|Netzhaut|die Netzhaut
12899|fallen|fallen
12906|Gewächshaus|das Gewächshaus
12916|Luft|die Luft
12927|CO₂-Fußabdruck|der CO₂-Fußabdruck
12930|Check-in|der Check-in
12935|Gepäck|das Gepäck
12937|Infektion|die Infektion
12941|Stresshormon|das Stresshormon
12943|Jetpilot|der Jetpilot
12951|Reise|die Reise
12954|Beck|der Beck
12956|Dose|die Dose
12960|Sender|der Sender
12962|Television|die Television
12963|Selbstreflexion|die Selbstreflexion
12971|Señor|Señor
12976|zuhause|zuhause
12986|Flug|der Flug
12989|Schnauze|die Schnauze
12994|Traufe|die Traufe
12996|woanders|woanders
13005|verkappt|verkappt
13007|Déjà-vu|das Déjà-vu
13012|wachsen|wachsen
13029|atmen|atmen
13031|rauchen|rauchen
13039|Kater|der Kater
13042|Saufen|Saufen
13046|rennen|rennen
13049|müssen|müssen
13054|Teenie|der Teenie
13057|Gelüsten|Gelüsten
13061|stapeln|stapeln
13070|Bleibe|die Bleibe
13072|Nahrung|die Nahrung
13079|Finger|der Finger
13081|akribisch|akribisch
13082|Hintergrund|der Hintergrund
13090|produzieren|produzieren
13091|Erinnerung|die Erinnerung
13099|Kinderwunsch|der Kinderwunsch
13103|Hinrichtung|die Hinrichtung
13108|Heimat|die Heimat
13123|Eindruck|der Eindruck
13124|sammeln|sammeln
13128|äh|äh
13131|Fisch|der Fisch
13132|karibisch|karibisch
13134|Liebesgeschichte|die Liebesgeschichte
13140|posten|posten
13145|berichten|berichten
13153|Geburt|die Geburt
13157|indigen|indigen
13158|Tattoo|der Tattoo
13172|ey|ey
13175|Mate|der Mate
13184|Vegetarier|der Vegetarier
13192|Ferrari|der Ferrari
13202|Probetraining|das Probetraining
13212|Hobby|das Hobby
13213|Skulptur|die Skulptur
13214|töpfern|töpfern
13219|radikal|radikal
13226|seitdem|seitdem
13228|Bungeespringer|der Bungeespringer
13232|Kammerflimmern|das Kammerflimmern
13237|anders|anders
13247|Trend|der Trend
13248|hassen|hassen
13251|wutschnaubend|wutschnaubend
13252|erkennen|erkennen
13264|Ausreise|die Ausreise
13268|Ausweis|der Ausweis
13282|erzeugen|erzeugen
13286|Replikat|Replikat
13288|Drehen|Drehen
13302|Säuberung|die Säuberung
13305|Weste|die Weste
13312|Hexenjagd|die Hexenjagd
13339|Fähigkeit|die Fähigkeit
13348|Federvieh|das Federvieh
13351|Legebatterie|die Legebatterie
13356|Verlegenheit|die Verlegenheit
13359|Wenigkeit|die Wenigkeit
13374|Ferienparadies|Ferienparadies
13377|mittelschwer|mittelschwer
13385|Schoß|der Schoß
13405|via|via
13406|Airline|die Airline
13409|Floß|das Floß
13428|räumlich|räumlich
13429|Entfernung|die Entfernung
13456|Klo|das Klo
13497|Nation|die Nation
13517|genug|genug
13522|klug|klug
13524|merken|merken
13527|Betrug|der Betrug
13533|klauen|klauen
13564|stehlen|stehlen
13568|rauben|rauben
13569|Entschuldigung|die Entschuldigung
13577|tierisch|tierisch
13586|Sonne|die Sonne
13587|glänzen|glänzen
13592|Teich|der Teich
13596|Schloss|das Schloss
13600|Ross|das Ross
13605|Held|der Held
13696|Gedicht|das Gedicht
13717|weisen|weisen
13776|Heiligenschein|der Heiligenschein
13789|Dank|der Dank
13851|lernen|lernen
13855|Dieter|Dieter
13867|Onkel|der Onkel
13868|Werner|Werner
13871|Werkstatt|die Werkstatt
13876|Festanstellung|die Festanstellung
13893|ständig|ständig
13899|Nachbar|der Nachbar
13915|färben|färben
13934|Mutter|die Mutter
13948|einschreiben|einschreiben
13957|interessieren|interessieren
13965|Praxis|die Praxis
13975|Nase|die Nase
13985|Elektrische|die Elektrische
13986|Gitarre|die Gitarre
14006|soviel|soviel
14008|Umgang|der Umgang
14012|enterben|enterben
14016|Finanzamt|das Finanzamt
14027|Sorge|die Sorge
14064|Geröll|das Geröll
14066|erfahren|erfahren
14067|Käuzchen|das Käuzchen
14072|tragisch|tragisch
14073|Beute|die Beute
14076|Zahnzwischenraum|der Zahnzwischenraum
14081|Person|die Person
14085|Katheter|der Katheter
14100|Tarnung|die Tarnung
14101|platzen|platzen
14102|Großmutter|die Großmutter
14108|haarig|haarig
14109|Sack|der Sack
14114|kommentieren|kommentieren
14137|böse|böse
14138|Zunge|die Zunge
14141|Schatten|der Schatten
14145|Kinderchor|der Kinderchor
14148|Moor|das Moor
14159|klingen|klingen
14171|Kacke|die Kacke
14175|persönlich|persönlich
14176|Platte|die Platte
14183|Ironie|die Ironie
14185|Rätsel|das Rätsel
14186|Sage|die Sage
14190|häufig|häufig
14193|erziehen|erziehen
14196|zweideutig|zweideutig
14225|Grundwasser|das Grundwasser
14228|Ergebnis|das Ergebnis
14230|unfassbar|unfassbar
14231|Clickbait|der Clickbait
14237|leisten|leisten
14241|Leistungsgesellschaft|die Leistungsgesellschaft
14249|Selbstachtung|die Selbstachtung
14250|helfen|helfen
14262|brenzlich|brenzlich
14268|Bremse|die Bremse
14270|hageln|hageln
14272|Spenderorgan|das Spenderorgan
14313|steuern|steuern
14315|Passagiermaschine|die Passagiermaschine
14318|Skyline|die Skyline
14323|gemein|gemein
14329|ernst|ernst
14335|Weizenkorn|das Weizenkorn
14337|Album|das Album
14340|Laden|der Laden
14342|Scherzartikel|der Scherzartikel
14351|nachher|nachher
14364|trashig|trashig
14365|Tape|der Tape
14368|Retro|Retro
14381|Schnurrbart|der Schnurrbart
14382|bepinseln|bepinseln
14385|Liste|die Liste
14396|Geburtstag|der Geburtstag
14400|Flussbad|Flussbad
14402|Indien|Indien
14404|Brusthaar|das Brusthaar
14405|trimmen|trimmen
14409|pinkeln|pinkeln
14411|Fruchtblase|die Fruchtblase
14416|Cuxhaven|Cuxhaven
14417|schwimmen|schwimmen
14421|schminken|schminken
14424|rustikal|rustikal
14425|Pinte|die Pinte
14427|Busfahrer|der Busfahrer
14478|Fotze|die Fotze
14495|Bitch|Bitch
14500|Spion|der Spion
14502|geheim|geheim
14504|Tarnjacke|die Tarnjacke
14505|Fernglas|das Fernglas
14506|Schatz|der Schatz
14514|reizen|reizen
14516|Verbot|das Verbot
14525|Zoo|der Zoo
14533|Kostüm|das Kostüm
14538|verdecken|verdecken
14545|korrekt|korrekt
14554|Treffen|das Treffen
14562|tatsächlich|tatsächlich
14565|Bettbezug|der Bettbezug
14577|Laborbefund|der Laborbefund
14591|Busch|der Busch
14594|Wohnung|die Wohnung
14595|amüsieren|amüsieren
14602|Pop|der Pop
14611|Wiese|die Wiese
14614|Gassi|Gassi
14620|Minirock|der Minirock
14628|frequentieren|frequentieren
14631|Kirche|die Kirche
14659|Kontrolle|die Kontrolle
14666|E-Mail|die E-Mail
14669|Trojaner|der Trojaner
14671|Geheimnis|das Geheimnis
14681|relativ|relativ
14682|gesprächig|gesprächig
14685|Messer|das Messer
14688|Kehle|die Kehle
14693|Sauna|die Sauna
14696|Kino|das Kino
14705|Zeitung|die Zeitung
14712|Rohstoff|der Rohstoff
14728|Wanze|die Wanze
14731|Arschloch|das Arschloch
14732|bemerken|bemerken
14745|Eifersucht|die Eifersucht
14748|Leidenschaft|die Leidenschaft
14751|Eifer|der Eifer
14756|Zitat|das Zitat
14825|Lichtschranke|die Lichtschranke
14832|Gartenzwerg|der Gartenzwerg
14834|Stichflamme|Stichflamme
14835|pusten|pusten
14839|Postmann|der Postmann
14851|Kamera|die Kamera
14854|Verlobungsring|der Verlobungsring
14859|spannend|spannend
14863|achtsam|achtsam
14873|Abgang|der Abgang
14874|Schlappschwanz|der Schlappschwanz
14882|flach|flach
14884|Helikopter|der Helikopter
14890|kosten|kosten
14899|Jahreslohn|Jahreslohn
14900|verschwenden|verschwenden
14905|dastehen|dastehen
14908|makellos|makellos
14912|Schwanz|der Schwanz
14918|Standpauke|die Standpauke
14922|schuld|schuld
14930|Mach|das Mach
14934|Step|Step
14940|Bau|der Bau
14942|Drama|das Drama
14952|Abschied|der Abschied
14967|wofür|wofür
15039|Minute|die Minute
15053|Abdruck|der Abdruck
15055|Dinosaurier|der Dinosaurier
15068|Schwarz|das Schwarz
15078|Passwort|das Passwort
15080|Telefonnummer|die Telefonnummer
15092|Seilbahn|die Seilbahn
15099|Wellensittich|der Wellensittich
15111|magnetisch|magnetisch
15112|Piercing|das Piercing
15116|Norden|der Norden
15123|waschecht|waschecht
15124|Original|das Original
15127|Golf|der Golf
15141|schwach|schwach
15143|toll|toll
15145|oll|oll
15147|wild|wild
15149|zahm|zahm
15151|flink|flink
15153|lahm|lahm
15159|Penthouse|das Penthouse
15180|Dollar|der Dollar
15202|direkt|direkt
15203|Nachfahre|der Nachfahre
15205|Leonardo|Leonardo
15217|Köpenick|Köpenick
15223|Video|das Video
15244|bestimmen|bestimmen
15246|Todeszeitpunkt|der Todeszeitpunkt
15248|Wasserleiche|die Wasserleiche
15250|Geschmack|der Geschmack
15262|Start|der Start
15268|Flop|der Flop
15276|schief|schief
15291|Hengst|der Hengst
15295|Zigarre|die Zigarre
15297|Zigarette|die Zigarette
15299|Stiefel|der Stiefel
15301|Sandalette|Sandalette
15307|Muskel|der Muskel
15309|Speck|der Speck
15321|lose|lose
15323|Apfel|der Apfel
15325|Mus|das Mus
15337|hinken|hinken
15339|duften|duften
15341|stinken|stinken
15343|schreiten|schreiten
15351|Kumpel|der Kumpel
15353|Würde|die Würde
15357|unantastbar|unantastbar
15375|Schmied|der Schmied
15385|ersticken|ersticken
15392|Bulle|der Bulle
15400|einschlagen|einschlagen
15405|Fernseher|der Fernseher
15410|Unwissenheit|die Unwissenheit
15411|schützen|schützen
15419|verhaften|verhaften
15447|sodass|sodass
15459|Amazon|der Amazon
15460|Prime|Prime
15482|Scheißjob|der Scheißjob
15484|freiwillig|freiwillig
15488|Wohnungsmarkt|der Wohnungsmarkt
15493|Prinzip|das Prinzip
15498|Nachname|der Nachname
15502|Besichtigungstermin|Besichtigungstermin
15506|Idee|die Idee
15571|heißen|heißen
15616|höchstwahrscheinlich|höchstwahrscheinlich
15624|Mist|der Mist
15669|Dunkelheit|die Dunkelheit
15674|erblinden|erblinden
15691|hundertachtzig|hundertachtzig
15695|Balancier|Balancier
15699|Dach|das Dach
15705|Schnaps|der Schnaps
15711|Freitagnacht|die Freitagnacht
15718|Bett|das Bett
15723|Samstag|der Samstag
15734|Wochenende|das Wochenende
15748|ironisch|ironisch
15750|Spießigkeit|die Spießigkeit
15752|Eskalation|die Eskalation
15753|pro|pro
15754|Gemütlichkeit|die Gemütlichkeit
15758|harmlos|harmlos
15761|Spieleabend|der Spieleabend
15765|Gespräch|das Gespräch
15813|außerhalb|außerhalb
15820|Gegend|die Gegend
15836|Grillfest|Grillfest
15837|Hochzeit|die Hochzeit
15838|Klassentreffen|das Klassentreffen
15839|Weinverkostung|die Weinverkostung
15840|Blei|das Blei
15841|gießen|gießen
15843|Silvester|der Silvester
15844|Kassenbon|der Kassenbon
15850|international|international
15860|Fanmeile|die Fanmeile
15881|Bekannte|die Bekannte
15931|beinahe|beinahe
15932|dreißig|dreißig
15938|Phase|die Phase
15961|neidisch|neidisch
15988|Bock|der Bock
15992|Quatsch|der Quatsch
16002|scheiße|scheiße
16014|imposant|imposant
16018|Gewinnertyp|der Gewinnertyp
16030|Gehaltsklasse|Gehaltsklasse
16036|Schulabschluss|der Schulabschluss
16040|Fremdsprache|die Fremdsprache
16042|Klavier|das Klavier
16050|Blumenstrauß|der Blumenstrauß
16069|lügen|lügen
16073|sicher|sicher
