|author|title|text
105|Das Lumpenpack|Kann es sein, dass du dumm bist?|ich;habn;drüber;nachdenken;Hab;drüber;nachdenken;und;ich;glauben;ich;wissen;woran;ich;sein;ich;hab;drüber;nachdenken;Nochmal;drüber;nachdenken;doch;in;dieser;wild;Zeit;wollen;ich;mir;sicher;sein;Drum;fragen;ich;auch;wenns;nicht;schön;sein;Bitte;nimm;es;nicht;persönlich;können;es;sein;dass;du;dumm;sein;können;es;sein;können;es;sein;können;es;sein;dass;du;dumm;sein;können;es;sein;können;es;sein;können;es;sein;ich;sein;sich;nicht;sicher;ich;habn;alle;fragen;ob;du;dumm;sein;sie;habens;bejahen;ich;bewundern;dich;für;der;Zeit;der;du;nicht;mit;denken;verbringen;und;du;tanzen;und;haben;Spaß;ich;steh;rum;und;habn;Angst;dass;du;Spiritus;trinken;neben;dir;wirkn;ich;wie;ein;verdammt;Genie;ich;erstrahlen;wie;der;spät;Marie;Curie;Witz;der;Kategorie;Basiswissen;Chemie;der;erklärn;ich;dir;spät;können;es;sein;dass;du;dumm;sein;können;es;sein;können;es;sein;können;es;sein;dass;du;dumm;sein;können;es;sein;können;es;sein;können;es;sein;ich;sein;mir;nicht;sicher;ich;habn;alle;fragen;ob;du;dumm;sein;sie;habens;bejahen;du;sein;bestimmt;nicht;der;Dümmste;doch;bei;genau;Betrachtung;sein;halt;aller;anderr;klüger;wie;du;in;jeder;Gruppe;da;findster;Einn;der;der;Job;zu;machen;haben;dass;du;der;sein;finden;ich;cool;können;es;sein;dass;du;dumm;sein;können;es;sein;dass;du;dumm;sein;Können;es;sein;können;es;sein;können;es;sein;dass;du;dumm;sein;können;es;sein;können;es;sein;können;es;sein;ich;sein;sich;nicht;sicher;ich;habn;alle;fragen;ob;du;dumm;sein;sie;habens;bejahen
106|RIAN|Verwandtschaftstreffen|Hab;denken;es;werden;ein;ganz;normal;Sonntag;ganz;normal;und;dass;heute;nichts;Besonderes;passieren;nix;passieren;Plötzlich;sagen;mir;mein;Mom;heut;gibts;ein;Treffen;hä;was;weil;der;Nichte;zweiter;Grad;vierzig;werden;Ah;cool;der;würd;ich;gern;verpassen;habn;was;vor;doch;ich;mitfahr;mit;sonst;wär;sie;von;mir;enttäuschen;oh;nein;ja;was;sollen;ich;sagen;ja;was;sollen;ich;machen;was;sollen;ich;tun;ich;sein;auf;jeder;Fall;gespannt;wie;der;heut;laufen;und;alle;sitzen;da;bis;jetzt;noch;ganz;entspannt;doch;dann;gabs;dieser;Person;der;plötzlich;etwas;sagen;und;es;eskalieren;keiner;wissen;wieder;wieso;wissen;wieso;alle;streiten;alle;schreien;und;ich;schaun;zu;ich;schau;zu;und;wenn;der;Onkel;voll;besoffen;sein;Exfrau;kritisieren;dann;sein;alle;so;wie;immer;wie;gewohnt;wie;wohnen;es;eskalieren;der;Verwandtschaft;ausrasten;aus;Rastet;aus;und;auch;Opa;hauen;politisch;einer;raus;einer;raus;und;wenn;der;Tante;jetzt;noch;kommen;mit;der;Verschwörungstheorie;dann;sein;alle;so;wie;immer;wie;gewohnt;wie;wohnen;Haben;mich;freuen;haben;sich;wieder;mal;lohnen;Hab;denken;es;werden;ein;ganz;normal;Samstag;ganz;normal;und;dass;ich;heute;nicht;mehr;irgendwo;hinmussn;bleib;zuhaus;doch;der;letzter;Sonntag;sein;nur;mal;der;Anfang;oh;nein;und;dass;heut;noch;wer;fünfzig;werden;der;habn;ich;bis;jetzt;nicht;wussen;denn;heute;haben;der;Bruder;mein;Schwager;der;Onkel;der;Vater;der;Opa;mal;ein;Graf;sein;ein;Feier;bei;der;Nachbar;der;in;Garten;so;viel;Platz;haben;dass;der;komplett;Verwandtschaft;Inklusive;mir;heut;antanzen;wir;freuen;uns;und;alle;sitzen;da;bis;jetzt;noch;ganz;entspannt;doch;dann;gabs;dieser;Person;der;plötzlich;etwas;sagen;und;es;eskalieren;keiner;wissen;wieder;wieso;wissen;wieso;alle;streiten;alle;schreien;und;ich;zuschau;zu;ich;zuschaun;zu;und;wenn;der;Onkel;voll;beseffen;sein;Exfrau;kritisieren;dann;sein;alle;so;wie;immer;wie;gewohnt;wie;wohnen;es;eskalieren;der;Verwandtschaft;ausrasten;aus;ausrasten;aus;und;auch;Opa;raushauen;politisch;einer;raus;einer;raus;und;wenn;der;Tante;jetzt;noch;kommen;mit;der;Verschwörungstheorie;dann;sein;alle;so;wie;immer;wie;gewohnt;wie;gewohnt;Hat;mich;freuen;haben;sich;wieder;mal;lohnen
107|Paula Carolina|Wärs ok?|Wärs;okay;wenn;ich;dir;Blume;schenk;und;dich;was;Intime;Frag;ich;fragn;mich;was;du;gerne;magen;Wärs;okay;wenn;wir;was;ausprobieren;und;ich;dir;von;mir;erzähl;Erzähl;mir;gern;noch;mehr;von;dir;Wärs;okay;wenn;ich;der;Fehler;machn;und;mich;doch;in;dich;verlieb;zurückVerlieb;dich;doch;in;mich;zurück;Wärs;okay;wenn;ich;dich;dauernd;küss;und;es;nicht;bei;Küssen;bleiben;ich;küsse;nicht;so;gern;allein;eins;zwei;drei;vier;fünf;sechs;sieben;Samstagabend;kurz;vor;acht;Habn;ich;was;Unanständiges;machen;denn;ich;habn;dich;fragen;wie;du;es;am;lieb;haben;Samstagabend;kurz;vor;acht;Hab;ich;was;Unanständiges;machen;denn;ich;habn;dich;fragen;wie;ichs;dir;am;gut;machn;Wärs;okay;wenn;ich;der;hier;genieß;und;dabei;der;Auge;schließ;für;dich;dabei;der;Licht;anlassen;Wärs;okay;wenn;ich;Gefühl;zeign;und;nach;unser;Kommen;wein;Weinen;können;was;Schönes;sein;Wärs;okay;wenn;ich;noch;bei;dir;penn;und;der;vielleicht;auch;morgen;tu;ich;fühl;sich;grad;bei;dir;so;wohl;Wärs;okay;wenn;wir;der;immer;fragen;und;Liebe;nur;mit;Konsens;haben;es;fallen;so;schwer;sonst;nein;zu;sagen;eins;zwei;drei;vier;fünf;sechs;sieben;Samstagabend;kurz;vor;acht;Hab;ich;was;Unanständiges;machen;denn;ich;habn;dich;fragen;wie;du;es;am;lieb;haben;Samstagabend;kurz;vor;acht;Hab;ich;was;Unanständiges;machen;denn;ich;habn;dich;fragen;wie;ichs;dir;am;gut;machn;Wär;es;okay;wenn;ich;nicht;reden;wollen;aber;ich;der;vorher;sagn;Machts;der;vielleicht;einfach;Wär;es;okay;wenn;ich;nicht;reden;wollen;aber;ich;der;vorher;sagn;Machts;der;für;dich;einfach;Samstagabend;kurz;vor;acht;Hab;ich;was;Unanständiges;machen;ich;habn;an;dich;denken;und;es;mir;dann;Samstagabend;kurz;vor;acht;Hab;ich;was;Unanständiges;machen;denn;ich;habn;dich;fragen;wie;ichs;dir;am;gut;mach
108|Adam Angst|Professoren|also;Falafel;würd;ich;niemals;probieren;weil;der;der;Fleisch;aus;Polen;importieren;erst;gammelen;und;dann;grillen;der;stehen;neulich;ganz;groß;in;der;Bild;ich;werden;niemals;wieder;U-Bahn;fahrn;mit;Bombenleger;aus;Islam;erst;fettfressen;sie;sich;auf;unser;Kosten;fett;und;dann;wegnehmen;sie;uns;der;Frau;und;der;Arbeit;weg;der;is;ein;Unding;so;kanns;nicht;weitergehen;wir;haben;Angst;dass;hier;300;Moschee;stehn;wir;haben;Angst;um;der;Kind;denn;in;drei;vier;Jahr;werden;sie;totgeschlagen;wenn;sie;kein;Kopftuch;tragen;an;der;Imbissbude;stehn;der;Professor;zwischen;Currywurst;Oettinger;und;Doppelkorn;sie;wissen;ganz;genau;was;fehlen;in;Land;ich;habn;n;Nazi;an;Geruch;erkennen;an;der;Imbissbude;stehn;der;Professor;der;Schweiß;treten;ihnen;aus;der;Pore;sie;reden;von;der;alt;Wert;mit;Schaschliksauce;in;der;Bärt;Oww;Oww;Oww;Oww;Neulich;haben;n;Kumpel;was;erleben;der;wollen;nur;nach;Haus;es;sein;schon;spät;der;bog;ein;wie;immer;in;der;Schillerallee;und;dann;dann;wars;zu;spät;der;haben;Sturmgewehr;und;Panzerfäuste;haben;Feuer;spucken;ich;sag;euch;Leute;der;sein;höchstgefährlich;also;einer;sein;klar;willen;du;überleben;musen;du;Taxi;fahrn;und;so;labern;sie;weiter;ich;wollen;nur;kurz;ein;paar;Fritte;essen;und;schaun;dabei;auf;Flachmänner;Tittenheftchen;und;Arschritze;an;der;Imbissbude;stehn;der;Professor;zwischen;Currywurst;Oettinger;und;Doppelkorn;sie;wissen;ganz;genau;was;fehlen;in;Land;ich;hab;n;Nazi;an;Geruch;erkennen;kein;Ahnung;kein;Gnade;und;immer;nen;dumm;Spruch;und;kommen;aus;ihr;Mündern;mal;was;Wahres;dann;sein;es;Mundgeruch;der;Professor;der;Professor;ein;bisschen;mehr;Liebe;und;ein;bisschen;mehr;Respekt;nicht;jeder;Schwachsinn;glauben;weglass;der;Zweifel;doch;mal;weg;der;Grenze;endlich;offen;doch;für;dich;sein;sie;noch;da;Begreife;doch;dass;sie;schon;immer;auf;dein;Seite;sin;ein;bisschen;mehr;Liebe;und;ein;bisschen;mehr;Respekt;nicht;jeder;Schwachsinn;glauben;lass;der;Zweifel;doch;mal;weg;der;Grenze;endlich;offen;doch;für;dich;sein;sie;noch;da;Begreifen;doch;dass;sie;schon;immer;auf;dein;Seite;warn;an;der;Imbissbude;stehn;der;Professor;zwischen;Currywurst;Oettinger;und;Doppelkorn;sie;wissen;ganz;genau;was;fehlen;in;Land;ich;habn;n;Nazi;an;Geruch;erkennen;kein;Ahnung;kein;Gnade;und;immer;nen;dumm;Spruch;und;kommen;aus;ihr;Mündern;mal;was;Wahres;dann;sein;es;Mundgeruch;der;Professor;der;Professor
109|ok.danke.tschüss|Vincent van Gogh|du;sein;so;High-Class;und;ich;so;Middle-Class;Überschlagene;Bein;so;sitzen;du;da;und;auf;dein;Vernissage;Bin;wiedermal;nur;ich;der;Blamage;Komm;mal;kommen;mal;komm;mal;runterkomm;mal;runter;von;dein;hoch;Ross;ich;fahr;dich;auf;der;Fahrrad;zu;Mägge;Komm;mal;kommen;mal;komm;mal;runterkommen;mal;runter;von;dein;Ego-Trip;ich;sag;dir;ganz;unten;da;schmecken;es;ich;habn;ein;Ohr;mehr;als;Vincent;van;Gogh;und;du;sagen;ich;versteh;Kunst;nicht;ich;habn;ein;Ohr;mehr;als;Vincent;van;Gogh;ich;hör;der;alle;hier;sehr;deutlich;du;haben;sagen;Baby;mitkomm;mit;auf;der;Kunstausstellung;der;werden;Spaß;machen;haben;du;sagen;doch;jetzt;wissen;ich;du;haben;michelangelogen;Häppchen;und;Champagner;Bin;in;dein;Bann;gefangen;ja;aber;anfassen;dürfen;man;dich;nicht;du;haben;ein;Schlips;an;und;ich;trinken;mir;nen;Schwip;an;Baby;interpretier;doch;mal;mich;ich;habn;ein;Ohr;mehr;als;Vincent;van;Gogh;und;du;sagen;ich;verstehn;Kunst;nicht;ich;habn;ein;Ohr;mehr;als;Vincent;van;Gogh;ich;hör;der;alle;hier;sehr;deutlich;ich;habn;ein;Ohr;mehr;als;Vincent;van;Gogh;und;du;sagen;ich;verstehn;Kunst;nicht;ich;habn;ein;Ohr;mehr;als;Vincent;van;Gogh;ich;hör;der;alle;hier;sehr;deutlich;der;Schrei;entfähren;mir;der;Kuss;begehren;ihr;der;Sternennacht;Sommerabend;oder;der;Erschaffung;der;Adam;Dalí;daVinci;sein;für;dich;rein;Genus;nach;mir;haben;du;kein;Sehnsucht;aber;nach;der;Geburt;der;Venus;Mona;Mona;Mona;Mona;Mona;Lisa;Scheiß;drauf;komm;doch;zu;mir;Mona;Mona;Mona;Mona;Mona;Lisa;der;sein;ja;nicht;mal;DIN;A4;ich;habn;ein;Ohr;mehr;als;Vincent;van;Gogh;und;du;sagen;ich;verstehn;Kunst;nicht;ich;habn;ein;Ohr;mehr;als;Vincent;van;Gogh;ich;hör;der;alle;hier;sehr;deutlich;ich;habn;ein;Ohr;ich;habn;ein;Ohr;ich;habn;ein;Ohr;mehr;ich;habn;ein;Ohr;mehr;als;Vincent;van;Gogh;ich;sein;mit;der;zweiter;auch;ganz;glücklich
110|Alligatoah|Ein Problem mit Alkohol|Alli-Alligatoah;ah;Deeper;Shit;zwei;deeper;Shit;Cheers;ah;ich;trinken;viel;in;dieser;Schattentag;wegen;der;schwierig;Erfahrung;in;der;Kindheit;kein;Schnaps;zu;haben;Ah;aber;als;Aperitif;Nehm;ich;ein;still;Wasser;denn;still;Wasser;sein;tief;alter;không;ai;hiêu;tôi;ja;der;sein;vietnamesisch;und;heißen;niemand;verstehen;mich;Erzähl;der;Kellnerin;direkt;Memoirum;Tja;jeder;haben;mein;Päckchen;zu;tragen;ja;ich;haben;ein;Problem;mit;Alkohol;Willst;du;sich;verklagen;oder;gibts;ein;ich;verlier;der;Halt-Verbot;Zeig;der;Paragraph;Mir;gehts;super;schlecht;aber;der;sein;mein;gut;Recht;Mir;gehts;super;schlecht;aber;der;sein;mein;gut;Recht;Yeah;ah;P-Psychologie;sein;kein;Hexenkunst;n;Einsicht;sein;gut;als;Besserung;Lass;mich;wenn;man;mein;Störung;heilen;was;bleiben;denn;dann;von;der;Persönlichkeit;heh;heh;ich;hab;viel;durchmachen;zu;Beispiel;letzter;Nacht;Trink;um;zu;vergessen;dass;ich;eigentlich;nichts;zu;meckern;hab;es;sein;nie;zu;spät;für;pubertär;Mitleidsdrang;ich;anfang;mit;siebzig;mit;der;Ritzen;an;ja;ich;haben;ein;Problem;mit;Alkohol;Alkohol;Willst;du;sich;verklagen;oder;gibts;ein;ich;verlier;der;Halt-Verbot;Zeig;der;Paragraphe;Mir;gehts;super;schlecht;aber;der;sein;mein;gut;Recht;Mir;gehts;super;schlecht;aber;der;sein;mein;gut;Recht;grau;Wand;der;Gebäude;hier;sein;kalt;Lyrisch;wie;ich;sein;nenn;ich;der;häuslich;Gewalt;uhh;woah;krass;groß;Poesie;stark;sein;der;noch;n;Songzeile;oder;schon;ein;Tweet;Wow;wie;kommen;du;drauf;dass;Kafka;mein;Buchgeschmack;sein;Achso;wegen;mein;Kafka-Kapuzenjacke;und;mein;ganz;subtil;Kafka-Tattoo;in;Nacken;und;weil;ich;niemand;mit;Kafka;in;Ruhe;lassen;oder;wars;doch;mein;Kafka-Figur;aus;Pappe;ich;mögen;der;alt;Sache;lieb;als;der;New-Age-Kacke;Deep;Gedanke;sein;ein;schwer;Los;Sag;in;ernst;Ton;Boah;es;geben;mega;vieler;Stern;so;Wunde;klaffen;aua;der;sein;Kunst;erschaffen;eh-eh;eh-eh;aus;der;Kummerkaste;diverser;Grundschulklasse;ach;nix;sein;der;erster;Zeile;in;mein;Bewerbungsschreiben;ich;brauchen;jemand;zu;Reden;der;können;gerne;schweigen;der;Welt;sein;schuld;an;mein;Saufexzessen;Schatz;verklag;doch;der;Welt;wegen;der;blau;Flecke;was;es;sollen;Mensch;geben;der;sein;ohne;Grund;fröhlich;der;sein;unhöflich;ja;ich;haben;ein;Problem;mit;Alkohol;Willst;du;mich;verklagen;oder;eingibts;ein;ich;verlier;der;Halt-Verbot;Zeig;der;Paragraph;Mir;schlechtgehts;super;schlecht;aber;der;sein;mein;gut;Recht;Mir;schlechtgehts;super;schlecht;aber;der;sein;mein;gut;Recht;Boah;es;geben;mega;vieler;Stern;so
111|Das Lumpenpack|Hauch mich mal an|der;Wind;hertreiben;Blatt;vor;sich;her;und;sein;Wort;an;mein;Ohr;und;er;stehen;schon;lang;hier;und;vortragen;Vorbeieilenden;vor;was;der;da;oben;sich;erlauben;was;sich;in;Verborgenen;tun;man;lässt;der;Steuerzahler;glauben;der;Fortschritt;tun;uns;gut;Deutschland;sein;n;Firma;und;impfen;sein;tabu;Merkel;sein;kein;Mensch;wissen;er;von;Xavier;Naidoo;ich;stehen;zwischen;all;der;Anderen;und;lauschen;er;sein;gut;darin;Passant;anziehen;nach;zehn;Minute;Predigt;ein;Pause;da;hinstellen;ich;sich;sehr;dicht;vor;ihn;hin;und;ansagen;Hauch;mich;mal;an;der;können;doch;nicht;dein;Ernst;sein;der;können;doch;keiner;ernst;mein;Hauch;mich;mal;an;ich;sein;wirklich;überraschen;Hättest;du;nicht;von;Schnaps;naschen;ich;riech;es;bis;hierher;du;stinken;nach;Haschisch;und;Likör;der;Regen;schlagen;an;Fenster;und;sie;mir;in;Gesicht;sie;sitzen;hier;wohl;schon;lang;und;sie;warten;auf;mich;doch;ich;kommen;ja;zu;spät;und;sie;deshalb;zu;Entschluss;dass;wenn;ich;heute;geh;es;für;immer;sein;muss;der;Sache;schon;packen;da;vorne;sein;der;Tür;bevor;du;sie;gleich;zuziehen;lass;dein;Schlüssel;hier;ich;stehen;aufgelöst;in;Hausflur;und;ich;lauschen;sie;haben;sich;schon;immer;gut;streiten;nach;zehn;Minute;Heulkrampf;ein;Pause;da;legen;ich;ihr;der;Finger;auf;der;Lippe;und;ansagen;Hauch;mich;mal;an;der;können;doch;nicht;dein;Ernst;sein;der;können;doch;keiner;ernst;mein;Hauch;mich;mal;an;so;wie;du;hier;gerade;zetersn;Merkt;man;dass;du;einer;in;Tee;haben;ich;riech;es;wie;noch;nie;du;stinken;nach;Gras;und;Mon;Chéri;iih;du;stinken;nach;Gras;und;Mon;Chéri;iih;der;Welt;drehen;sich;um;mich;nur;der;Schlüssel;nicht;in;Schloss;ich;wunderen;sich;kurz;da;brennen;noch;Licht;in;Erdgeschoss;dann;sein;da;schon;ein;Schatten;und;schon;öffnen;sich;der;Tür;Nachts;halb;drei;in;Deutschland;und;Mama;stehen;vor;mir;in;dieser;Situation;greifen;mein;Superfähigkeit;der;Gute-Nacht-zu-Mama-sagen-Mini-Nüchternheit;gut;artikulieren;und;ohne;Stottern;vorbringen;sie;fragen;wo;herkommen;du;her;und;ich;sagn;Gute;Nacht;trotzdem;riechen;sie;Lunte;in;ihr;Auge;blitzen;der;Zorn;Mir;bleiben;kein;anderer;Ausweg;nur;der;Flucht;nach;vorn;ich;ansagen;Hauch;mich;mal;an;der;können;doch;nicht;dein;Ernst;sein;der;können;doch;keiner;ernst;mein;Hauch;mich;mal;an;du;denken;wohl;der;machen;nix;der;du;so;spät;noch;wach;sein;ich;riech;es;doch;bis;hier;ich;glaub;der;Fahne;kommen;von;mir
112|Alligatoah|Meinungsfrei|nach;der;Riesenerfolg;Linksrock;Scheiß;Staat;und;Rechtsrock;Heimat;jetzt;neu;Mittelrock;ich;können;beide;Seite;verstehen;ich;können;beide;Seite;verstehen;endlich;meinungsfrei;unterwegs;unterwegs;ich;können;beide;Seite;verstehen;ich;können;beide;Seite;verstehen;denn;Entscheidung;bleiben;unbequem;unbequem;schon;damals;als;mein;Alkivater;mich;von;mein;Dreirad;schlagen;Sagen;ich;nüchtern;es;gehören;immer;zwei;dazu;ein;Löwe;möchten;Fleischragout;von;Streifengnu;ich;geh;dazwischen;und;forder;etwas;Streitkultur;mein;Wunsch;nach;Frieden;gelten;auch;für;Bundeslig;Peace;am;meister;freun;ich;sich;über;ein;Unentschieden;denn;ich;sein;unentschlossen;Achtung;Schenkelklopfer;ich;geh;nicht;in;der;Wahlkabine;ohne;Campingkocher;denn;ob;Ei;oder;Huhn;Fleisch;oder;Blume;Polizei;oder;Hooligan;Wein;oder;Fusel;Arznei;oder;husten;Geschrei;oder;Ruhe;Türkei;oder;Putin;Masai;oder;Touri;Partei;zu;ergreifen;sein;nice;doch;Entscheidung;sein;leider;nicht;einfach;es;bleiben;ein;Versuch;hin;und;wieder;denkn;ich;mir;der;Schwein;habens;gut;in;ner;Scheiß-Diktatur;ich;sein;ein;wechselhaft;Typ;mit;der;Konvertiten-Swag;Direkt;nach;der;erster;Bier;werden;der;Konterbier;exen;ich;festlegn;sich;erst;nach;vieler;Pro;und;Contra;Wiegen;fest;Haen;du;auch;so;Bock;auf;langwierig;kompliziert;Sex;heh;Schreib;auf;mein;Schild;wenn;ich;bei;Aufstand;demonstrier;kein;Umstand;wegen;mir;wenn;ich;mit;abwaschbar;Farbe;BMW;beschmier;kein;Umstand;wegen;mir;nei-i-ein;ich;können;beide;Seite;verstehen;ich;können;beide;Seite;verstehen;endlich;meinungsfrei;unterwegs;unterwegs;ich;können;beide;Seite;verstehen;ich;können;beide;Seite;verstehen;denn;Entscheidung;bleiben;unbequem;unbequem;ich;einsetzn;sich;ein;für;der;Recht;von;Sexuellen;ich;wollen;der;Opfer;und;Verbrecher;helfen;deshalb;stelln;ich;sich;für;Meinungsfreiheit;auf;der;Straße;Brülle;wie;ein;Hulk-Verschnitt;ich;enthalten;mich;Radikalisiert;in;ein;Kompromisten-Camp;ich;sein;so;hart;in;der;Mitte;ich;tragen;XXM;Gratis;Geschenk;an;der;Extremistenspinner;nicht;der;rechter;nicht;der;linker;nein;der;Mittelfinger;denn;ob;Krebs;oder;Arzt;Gewehr;oder;Hase;DC;oder;Marvel;Komet;oder;Krater;ich;können;beide;Seite;verstehen;Stereoanlage;Bel;Air;oder;Harlem;Kommerz;oder;Marx;Herz;oder;Vernunft;Militär;oder;Kunst;wieder;rumnerven;sie;rum;ich;sollen;Farbe;bekennen;doch;so;oder;so;dieser;Erde;werden;bunt;Guck;wie;ich;jeder;Kommentar;verweiger;Yeah;endlich;sagts;mal;keiner;Tschuldigung;Schlusssatz;du;willen;Krieg;aber;wen;jucken;der;niemand;wir;tolerieren;was;uns;kaputt;machen;Schreib;auf;mein;Schild;wenn;ich;bei;Aufstand;demonstrier;kein;Umstand;wegen;mir;wenn;ich;mit;abwaschbar;Farbe;BMW;beschmier;kein;Umstand;wegen;mir;no-o-o-oh;ich;können;beide;Seite;verstehen;ich;können;beide;Seite;verstehen;endlich;meinungsfrei;unterwegs;unterwegs;ich;können;beide;Seite;verstehen;ich;können;beide;Seite;verstehen;denn;Entscheidung;bleiben;unbequem;unbequem;ich;können;beide;Seite;verstehen;ich;können;beide;Seite;verstehen;endlich;meinungsfrei;unterwegs;unterwegs;ich;können;beide;Seite;verstehen;ich;können;beide;Seite;verstehen;denn;Entscheidung;bleiben;unbequem;kein;Umstand;wegen;mir;Peace
113|Adam Angst|Unter meinem Fenster|seit;ich;hier;wohnen;klingelts;täglich;an;der;Tür;ich;anfangen;langsam;an;zu;glauben;dieser;Ort;haben;sich;verschwieren;gegen;mich;und;mein;völlig;krud;Absicht;zu;pausieren;von;der;Stadt;und;ihr;Tempo;von;der;Dreck;und;all;der;Lärm;doch;seitdem;machen;es;Ding;Dong;an;der;Tür;meistens;wenn;ich;nicht;duschen;habn;oder;grad;telefonier;ein;unseriös;Bürgermeister-Kandidat;ein;Mann;von;ein;Firma;muss;an;mein;Thermostat;schon;wieder;der;Vertreter;für;Bio-Katzenstreu;der;Zeuge;Jehova;der;deutsch;Rote;Kreuz;wenn;ihr;mich;suchen;ich;liegen;unter;mein;Fenster;Scroll;durch;der;Feed;oder;lesen;ein;Buch;du;sagen;mit;Sicherheit;ich;sehen;schon;Gespenster;und;es;geben;Mensch;der;sich;freuen;über;Besuch;doch;vielleicht;bleib;ich;für;immer;unter;Fenster;wenn;es;sein;muss;bis;der;Welt;sich;nicht;mehr;drehen;ob;der;Dings;von;nebenan;oder;sogar;irgendwann;der;Bundeswehr;in;mein;Garten;stehen;kurz;nach;der;Einzug;gehen;ich;noch;an;mein;Tür;Hab;Petition;unterschreiben;und;Tier;adoptieren;der;Paket;von;der;Nachbar;stapeln;sich;in;Flur;ich;habn;der;Postbote;beschatten;er;haben;es;niemals;da;probieren;der;Frau;mit;der;Chihuahua;der;jeder;Mittwoch;kommen;und;mich;fragen;sein;hier;nicht;früh;ein;Kosmetiksalon;und;der;Mann;mit;sein;Flyer;von;der;neu;Restaurant;ignorieren;seit;ich;hier;wohnen;mein;Briefkasten;konnen;sie;alle;klingeln;sich;ab;jetzt;der;Finger;wund;Goodbye;my;friends;ich;leben;jetzt;in;Untergrund;Oh;Ooh;Ooooooh;wenn;ihr;mich;suchen;ich;liegen;unter;mein;Fenster;Guck;Spiegel;Online;oder;lesen;ein;Buch;du;sagen;mit;Sicherheit;ich;sehen;schon;Gespenster;und;es;geben;Mensch;der;sich;freuen;über;Besuch;doch;vielleicht;bleib;ich;für;immer;unter;Fenster;wenn;es;sein;muss;bis;der;Welt;sich;nicht;mehr;drehen;Mach;mir;nen;Teller;Tütenreis;mit;der;Campingkocher;heiß;sein;gar;nicht;mal;so;unbeque-e-em;seit;ich;hier;wohnen;klingelts;täglich;an;der;Tür;seit;ich;hier;wohnen;sein;ich;am;lieb;gar;nicht;hier;und;irgendwann;dann;sein;ich;endlich;Rentner;Scroll;durch;der;Feed;oder;lesen;ein;Buch;Guck;zwischendurch;immer;mal;wieder;aus;der;Fenster;und;wär;froh;wenn;mich;irgendwer;besuchen
114|Alarmsignal|Nazis nehmen uns die Arbeitsplätze weg|wir;verzweifeln;nicht;wegen;ein;hoch;Mehrwertsteuer;wir;verzweifeln;nicht;werden;auch;der;Benzinpreis;unendlich;teuer;wir;verzweifeln;nicht;sein;auch;ihr;Tasche;voll;und;unser;leer;wir;verzweifeln;nicht;an;Staat;sein;Gesetz;der;Bundeswehr;doch;ein;Sache;der;lässt;uns;echt;verzagen;warum;unser;ausländisch;Freund;und;wir;kein;Arbeit;haben;Nazi;nehmen;uns;der;Arbeitsplatz;weg;kein;Fremdarbeiter;der;braun;Front;sein;hier;an;Deck;Nazi;wegnehmen;uns;der;Arbeitsplatz;weg;statt;vieler;bunt;Farbe;ein;groß;braun;Fleck;wir;verzweifeln;nicht;wegen;Machtansprüchen;und;Koalition;wir;verzweifeln;nicht;obwohl;in;unser;Straße;nur;Spießer;wohnen;wir;verzweifeln;nicht;an;rot;Ampel;oder;Straßenschild;wir;verzweifeln;nicht;an;der;Werbung;und;ihr;bunt;Bild;doch;ein;Sache;gelten;es;zu;hinterfragen;warum;unser;ausländisch;Freund;und;wir;kein;Arbeit;haben;Nazi;wegnehmen;uns;der;Arbeitsplatz;weg;kein;Fremdarbeiter;der;braun;Front;sein;hier;an;Deck;Nazi;wegnehmen;uns;der;Arbeitsplatz;weg;statt;vieler;bunt;Farbe;ein;groß;braun;Fleck
