|author|title|text
34|Die Prinzen|Mein Fahrrad|Neulich;sein;ich;mit;hundertzwanzig;auf;mein;Fahrrad;rumfahren;und;wie;immer;konnen;ich;nur;hoffen;der;Polizei;anhalten;mich;nicht;an;denn;dann;müsst;ich;Strafe;zahlen;und;man;führen;mich;zu;Verhör;und;mein;arm;klein;Fahrrad;Ständ;alleine;vor;der;Tür;Oh;wie;lieben;ich;mein;Fahrrad;warum;der;genauwissen;ich;nicht;genau;Meinem;Fahrrad;werdn;ich;treu;sein;in;Gegensatz;zu;mein;Frau;Niemals;wordn;ich;es;verlassen;Niemals;wer;dich;von;ihm;gehen;denn;wir;fliegen;wie;auf;Wolke;weil;wir;sich;so;gut;verstehen;jeder;Popel;fahren;nen;Opel;jeder;Affe;fahren;nen;Ford;jeder;Blödmann;fahren;nen;Porsche;jeder;Arsch;nen;Audi;Sport;jeder;Spinner;fahren;nen;Manta;jeder;Dödel;Jaguar;nur;Genießer;fahren;Fahrrad;und;sein;immer;schnell;da;mein;Fahrrad;sein;nicht;lila;denn;der;anmachen;mich;gar;nicht;an;es;sein;auch;nicht;braun;weil;ich;braun;nicht;leiden;können;Nein;ich;habsn;blau;anstrichen;von;Sattel;bis;zu;Schlauch;und;ich;findn;der;äußerst;passend;denn;blau;sein;ich;manchmal;auch;jeder;Popel;fahren;nen;Opel;jeder;Affe;fahren;ner;Ford;jeder;Blödmann;fahren;nen;Porsche;jeder;Arsch;nen;Audi;Sport;jeder;Spinner;fahren;nen;Manta;Jeder;Dödel;Jaguar;nur;Genießer;fahren;Fahrrad;und;sein;immer;schnell;da;jeder;Popel;fahren;nen;Opel;jeder;Affe;fahren;nen;Ford;jeder;Blödmann;fahren;nen;Porsche;jeder;Arsch;nen;Audi;Sport;jeder;Spinner;fahren;nen;Manta;Jeder;Dödel;Jaguar;nur;Genießer;fahren;Fahrrad;und;sein;immer;schnell;da
35|Die Ärzte|Perfekt|warum;kanns;nicht;perfekt;sein;so;wie;in;ein;Liebeslied;oder;so;wie;in;Film;sein;wo;der;Boy;vor;der;Mädchen;kniet;und;ihr;Hand;nehmen;und;ihr;ganz;tief;in;der;Auge;blicken;einfach;alle;stimmen;nichts;an;der;wirken;ungeschickt;Kerze;brennen;und;Champagner;bereitstehen;bereit;doch;so;sein;es;niemals;in;Wirklichkeit;warum;kanns;nicht;perfekt;sein;Schau;der;Himmel;sein;sternenklar;einSchenk;uns;noch;ein;Glas;Sekt;ein;wenn;der;gerad;kein;Sternschnuppe;sein;doch;wir;wünschen;uns;nichts;weil;wir;so;glücklich;sein;nichts;haben;jetzt;mehr;Gewicht;der;Liebe;machen;uns;für;alle;um;uns;blind;und;der;Radio;spielen;ein;Song;von;Barry;Manilow;doch;leider;ists;in;Leben;niemals;so;warum;kanns;nicht;perfekt;sein;sein;der;denn;schon;zu;viel;verlangen;warum;kanns;nicht;perfekt;sein;warum;haben;wir;schon;wieder;zanken;warum;denk;ich;an;Sex;wenn;du;gerad;romantisch;sein;du;sprichen;von;dein;Ex;wenns;gerad;nicht;so;ratsam;sein;und;in;Radio;spielen;sie;ein;Lied;von;Klaus;und;Klaus;doch;sogar;der;aushalten;unsrer;Liebe;aus;denn;du;nimmen;mein;Hand;und;küsen;mich;und;mir;werden;klar;ganz;plötzlich;er;sein;immer;da;ich;habs;nur;nicht;checken;denn;ganz;genau;dieser;Moment;er;sein;perfekt
36|KAFVKA|Fick die Welt|dieser;ganz;Gesellschaft;an;Arsch;So-zial;Staat;ein;Farce;So-lidarisch;wollen;keiner;mehr;sein;so;wollen;alle;nur;Spaß;alle;alle;nur;Spaß;So-zial;Marktwirtschaft;was;sollen;der;sein;der;Kapitalismus;reinlachen;in;sich;rein;Lässt;uns;in;Glaube;er;werden;uns;heilen;und;zu;gleich;Zeit;verführen;er;zu;Neid;so;schreien;der;erster;Führer;wieder;Heil;und;dumm;Early;Adopter;einreihen;sich;ein;bereiten;sich;vor;auf;der;Straßenkampf;haben;Angst;ohne;Grund;um;ihr;Abendland;bleiben;mir;nur;noch;zu;sagen;fick;der;Welt;in;der;unter;Strich;dich;und;mich;nix;mehr;halten;wir;sein;längst;weg;sein;da;nicht;der;Bewusstsein;mit;der;Die-Welt-Ficken;muss;endlich;Schluss;sein;Bleiben;nur;noch;zu;sagen;fick;der;Welt;in;der;unter;Strich;dich;und;mich;nix;mehr;halten;wir;sein;längst;weg;sein;da;nicht;der;Bewusstsein;mit;der;der;Welt;Ficken;muss;endlich;Schluss;sein;sie;sagen;wehret;der;Anfang;ja;aber;wo;damit;anfangen;bei;der;Nazi;der;nach;dieser;Krieg;niemals;weg;sein;der;heutig;Reichtum;basierend;auf;Diebstahl;von;gestern;bei;hingerichtet;politisch;Feind;der;nur;wichtig;sein;sobald;sie;Politiker;und;weiß;sein;Rechtsextremist;der;in;Landesparlament;sitzen;und;ein;Verfassungsschutz;der;der;NSU;vertuschen;so;schreien;Schwester;und;Bruder;jetzt;nein;Junge;Early;Adopter;steigen;mit;ein;Solidarität;statt;Straßenkampf;und;der;Morgen;anbrechen;an;in;dieser;Abendland;bleiben;mir;nur;noch;zu;sagen;fick;der;Welt;in;der;unter;Strich;dich;und;mich;nix;mehr;halten;wir;sein;längst;weg;sein;da;nicht;der;Bewusstsein;mit;der;der;Welt;Ficken;muss;endlich;Schluss;sein;bleiben;nur;noch;zu;sagen;fick;der;Welt;in;der;unter;Strich;dich;und;mich;nix;mehr;halten;wir;sein;längst;weg;sein;da;nicht;der;Bewusstsein;mit;der;der;Welt;Ficken;muss;endlich;Schluss;sein;bleiben;mir;nur;noch;zu;sagen;bitte;ficken;der;Welt;nicht;weil;wer;der;Welt;ficken;an;Ende;sich;selbst;ficken;Kind;an;der;Macht;der;Zukunft;sein;jetzt;Luftschloss;statt;Luftbunker;Future;perfekt;bleiben;mir;nur;noch;zu;sagen;bitte;ficken;der;Welt;nicht;weil;wer;der;Welt;ficken;an;Ende;sich;selbst;ficken;Kind;an;der;Macht;der;Zukunft;sein;jetzt;Luftschlösser;statt;Luftbunker;Future;perfekt;bitte;ficken;der;Welt;nicht;weil;wer;der;Welt;ficken;an;Ende;sich;selbst;ficken;Kind;an;der;Macht;der;Zukunft;sein;jetzt;Luftschlösser;statt;Luftbunker;Future;perfekt;bitte;ficken;der;Welt;nicht;weil;wer;der;Welt;ficken;an;Ende;sich;selbst;ficken;Kind;an;der;Macht;der;Zukunft;sein;jetzt;Luftschlösser;statt;Luftbunker;Future;perfekt;bitte;ficken;der;Welt;nicht;Bitte;ficken;der;Welt;nicht;bitte;ficken;der;Welt;nicht
37|Die Prinzen|Entscheidungsschwierigkeiten|Dreißig;Sorte;Joghurt;stehen;in;Regal;ah-ah;Schokofrüchte;Zimt;ich;habn;der;Qual;der;Wahl;ah-ah;unter;mein;Achsel;wehen;Deodorant;ah-ah;Nehm;ich;Meeresfrisch;oder;männlich;markant;ah-ah;Ess;ich;heute;Pizza;Sushi;oder;Wurst;ah-ah;Cola;Wasser;Bier;wie;lösch;ich;mein;Durst;ah-ah;Welches;Handy;welcher;Nummer;welcher;App;ah-ah;ich;mitkomm;hier;nicht;mehr;mit;ich;fühl;sich;wie;der;letzter;Depp;ah-ah;dieser;Meer;aus;Möglichkeit;können;mir;Kopfschmerz;bereiten;ich;können;sich;einfach;nicht;entscheiden;ich;habn;Entscheidungsschwierigkeit;ich;können;der;Hin;und;Her;nicht;lassen;denn;ich;möchten;nichts;verpassen;ich;können;sich;einfach;nicht;entscheiden;ich;habn;Entscheidungsschwierigkeit;ah-ah;Flieg;ich;nach;Athen;Paris;oder;Madrid;ah-ah;Gabi;Gitte;Gudrun;wen;nehmn;ich;bloß;mit;Ah-ah;in;der;Bar;oder;Spazieren;mit;der;Hund;ah-ah;Küss;ich;sie;auf;der;Wange;oder;auf;der;Mund;ah-ah;welcher;Playlist;für;der;Stimmung;dürfen;es;sein;uhh;welcher;Netflix-Serie;reinzieh;ich;sich;heut;rein;Ah-ah;welcher;Aktie;welcher;Wertpapierdepot;uhh;Welches;Konto;und;machen;Geld;mich;wirklich;froh;Ah-ah;dieser;Meer;aus;Möglichkeit;können;mir;Kopfschmerz;bereiten;ich;können;sich;einfach;nicht;entscheiden;ich;habn;Entscheidungsschwierigkeit;ich;können;der;Hin;und;Her;nicht;lassen;denn;ich;möchten;nichts;verpassen;ich;können;sich;einfach;nicht;entscheiden;ich;habn;Entscheidungsschwierigkeit;Könnt;ihr;mich;mit;der;Million;Option;verschonen;weil;sich;Diskussion;darüber;nicht;lohnen;mit;all;dieser;Zweifel;der;tief;in;mir;wohnen;denn;was;ich;wollen;ich;wissen;es;nicht;ich;verlier;hier;der;Übersicht;du;ah-ah;jetzt;sein;mir;klar;alleine;schaffen;ich;der;nie;ah-ah;ich;entscheiden;sich;für;ein;Therapie;ah-ah;doch;in;mein;Viertel;geben;es;siebzehn;Therapeut;ah-ah;verdammt;nochmal;für;wen;solln;ich;sich;jetzt;entscheiden;ah-ah;dieser;Meer;aus;Möglichkeit;können;mir;Kopfschmerz;bereiten;ich;können;sich;einfach;nicht;entscheiden;ich;habn;Entscheidungsschwierigkeit;ich;können;der;Hin;und;Her;nicht;lassen;denn;ich;möchten;nichts;verpassen;ich;können;sich;einfach;nicht;entscheiden;ich;habn;Entscheidungsschwierigkeit
38|Die Prinzen|Krone der Schöpfung|von;der;Baum;hinunter;zu;der;Stern;hinauf;aus;der;Steinzeithöhle;in;Energiesparhaus;und;der;Evolution;nehmen;ihr;Lauf;De-de-de-de-de;de-de-de-de;heute;sein;wir;der;König;doch;noch;lange;nicht;satt;auf;der;ganz;Planet;haben;wir;sich;breit;machen;und;was;uns;in;der;Weg;kommen;der;machen;wir;platt;De-de-de-de-de;de-de-de-de;der;ganz;Wald;der;singen;in;Chor;was;vorgehen;in;euch;denn;bitte;vor;wir;sein;der;Krone;der;Schöpfung;aha;na;dann;sein;ja;gut;aha;nach;uns;der;Sintflut;nach;uns;der;Sintflut;sein;auf;der;Hut;wir;sein;der;Krone;der;Schöpfung;aha;was;für;ein;Pech;aha;für;der;Tier;alleine;der;arm;Schwein;also;echt;also;echt;Ha;ha;ha;ha;ha;wir;haben;der;Kernkraft;erfinden;und;der;Fernsehprogramm;Kaffeevollautomat;der;Hähnchengrillstand;sein;schon;geil;so;als;König;was;man;da;können;De-de-de-de-de;de-de-de-de;wir;können;mit;Überschall;reisen;in;Berufsverkehr;stehen;schwarz;Loch;beweisen;und;der;Welt;nicht;verstehen;sein;auf;aller;Gebiet;der;Crème;Crème;De-de-de-de-de;de-de-de-de;der;ganz;Ozean;sein;an;Schreie;Ey;was;einbilden;ihr;euch;ein;wir;sein;der;Krone;der;Schöpfung;aha;na;dann;sein;ja;gut;aha;nach;uns;der;Sintflut;nach;uns;der;Sintflut;sein;auf;der;Hut;wir;sein;der;Krone;der;Schöpfung;aha;was;für;ein;Pech;aha;für;der;Tier;alleine;der;arm;Schwein;also;echt;also;echt;manchmal;frag;ich;mich;sein;wir;nicht;selbst;der;Problem;wie;ein;Fehler;in;der;Matrix;und;in;System;wir;herrschen;während;der;Planet;in;Flamme;stehen;wir;sein;der;Krone;der;Schöpfung;aha;na;dann;sein;ja;gut;aha;nach;uns;der;Sintflut;nach;uns;der;Sintflut;sein;auf;der;Hut;wir;sein;der;Krone;der;Schöpfung;aha;was;für;ein;Pech;aha;für;der;Tier;alleine;der;arm;Schwein;also;echt;also;echt;wir;sein;der;Krone;der;Schöpfung;manchmal;Frag;aha;ich;sich;sein;wir;nicht;selbst;aha;der;Problem;manchmal;frag;ich;sich;sein;wir;nicht;wir;sein;der;Krone;der;Schöpfung;aha;was;für;ein;Pech;aha;für;der;Tier;alleine;der;arm;Schwein;also;echt;also;echt;wir;sein;der;Krone;der;Schöpfung
39|Treptow|Herbstland|mal;wieder;gröln;der;Herbst;der;alt;Deutschlandlied;taumelnd;halten;er;sich;dabei;an;Stehtisch;der;Nacht;durchschallen;der;treudeutsch;trist;Wiegenmelodie;Deutschland;schlafen;süß;doch;schlafen;ewig;der;Herbst;sein;bitterkalt;und;Zwetschgenschnaps;wärmen;gut;der;Durst;treiben;in;der;Stampe;weg;von;Gehweg;hier;sprechen;er;laut;von;damals;wie;aus;ein;Märchenbuch;Deutschland;schlafen;süß;doch;schlafen;ewig;ein;Gesinnungslump;geselln;sich;gern;und;warmhalten;einander;warm;der;Deutschtum;liegen;betrunken;schwer;der;Herbstwind;in;der;Armen;Schlachtenbummler;werden;über;Glas;zu;Kamerad;gähnen;großmäulig;nach;morgen;und;singen;sich;in;der;Schlaf;der;Herbst;schrecken;plötzlich;laut;an;sein;Stammtisch;hoch;haubitzenvoll;der;Hose;nass;doch;selig;und;schwören;noch;schnell;kreuzbrav;auf;deutsch;Reinheitsgebot;Deutschland;schlafen;süß;doch;schlafen;ewig
40|KAFVKA|Paroli|Deine;Crew;behaupten;ich;retten;der;Welt;nur;aus;Frust;doch;ich;stepn;an;Mic;und;rollen;über;Punkrock;wie;ein;Bus;Kid;reich;Parent;sein;auf;einmal;working;class;Ticke;teuer;Kutte;pasen;als;antikapitalistisch;Star;egal;wie;du;aussiehen;und;drauf;sein;egal;der;gemeinsam;Feind;machen;Friend;aus;uns;Glaub;mir;egal;was;du;tuen;wenn;du;gegen;rechts;sein;sein;du;Teil;mein;Crew;denn;wir;bieten;Paroli;Sturmhaube;Rollkragen;Shampoos;Pilsator;Straight-Edgе;Glatze;Dreads;irgendetwas;sein;immer;zu;Cringe;bei;dein;Art;Link;bei;mein;Art;Links;doch;wir;bieten;Paroli;linke;aller;Land;vereinigen;euch;Unsere;Zeit;laufen;ob;in;Staatsdienst;Kommentarfeed;oder;Presse;wenn;du;nicht;gegen;rechts;sein;halt;der;Fresse;Dicker;lass;der;Faxe;mein;Crew;sein;alle;Punker;Dulli;Call;mich;vor;der;Arbeit;ich;battle;dich;in;Rollkragenpulli;mein;links;haben;Recht;ich;sein;Teil;kein;Szene;wie;ein;Schauspieler;der;schlecht;is;ich;würd;gern;gendern;in;Rap;aber;kanns;nich;du;boomeren;wie;60;ich;fühl;sich;wie;20;Macker;rumlabern;rum;statt;Action;zu;machen;tun;auf;sophisticated;aber;acten;wie;der;Atzen;fuck;it;Pass;auf;wir;habn;der;gleich;Ziel;wenn;du;gegen;rechts;sein;bist;du;Teil;der;Team;denn;wir;bieten;Paroli;Sturmhaube;Rollkragen;Shampoos;Pilsator;Straight-Edgе;Glatze;Dreads;irgendetwas;sein;immer;zu;Cringe;bei;dein;Art;Link;bei;mein;Art;Links;doch;wir;bieten;Paroli;linke;aller;Land;vereinigen;euch;unser;Zeit;laufen;ob;in;Staatsdienst;Kommentarfeed;oder;Presse;wenn;du;nicht;gegen;rechts;sein;halt;der;Fresse;ich;hör;nur;linker;Rap;aus;mein;Crew;weil;der;Rest;zu;weak;is;und;Hängenblieben;irgendwo;zwischen;Savas;und;Beatles;ups;Mut;dein;toxic;macker;Antifa;Struktur;Dude;in;Plenum;halt;der;Fresse;Junge;guck;mal;auf;der;Uhr;Weiße;linke;halten;sich;für;reflektieren;und;tragen;dreads;Appropriat;Culture;to;Max;wie;mein;Rap;Max;und;Anna-Lena;halten;sich;für;Baader-Meinhof;doch;aus;10;Flasche;Wein;machen;sie;einfach;nur;Weinschorle;ja;egal;ich;bleib;auf;ein;Getränk;wenn;du;gegen;rechts;sein;sein;du;Teil;der;Gang;denn;wir;bieten;Paroli;Sturmhaube;Rollkragen;Shampoos;Pilsator;Straight-Edgе;Glatze;Dreads;irgendetwas;sein;immer;zu;Cringe;bei;dein;Art;Link;bei;mein;Art;Link;doch;wir;bieten;Paroli;linke;aller;Land;vereinigen;euch;unser;Zeit;laufen;ob;in;Staatsdienst;Kommentarfeed;oder;Presse;wenn;du;nicht;gegen;rechts;sein;halt;der;Fresse;Paroli;Sturmhaube;Rollkragen;Shampoos;Pilsator;Straight-Edgе;Glatze;Dreads;irgendetwas;sein;immer;zu;Cringe;bei;dein;Art;Link;bei;mein;Art;Links;doch;wir;bieten;Paroli;linke;aller;Land;vereinigen;euch;unser;Zeit;laufen;ob;in;Staatsdienst;Kommentarfeed;oder;Presse;wenn;du;nicht;gegen;rechts;sein;halt;der;Fresse;Paroli;doch;wir;bieten;Paroli;doch;wir;bieten;Paroli;linke;aller;Land;vereinigen;euch;unser;Zeit;laufen;ob;in;Staatsdienst;Kommentarfeed;oder;Presse;wenn;du;nicht;gegen;rechts;sein;halt;der;Fresse
41|Die Ärzte|ICH, AM STRAND|ich;neugeboren;gar;nicht;süß;aber;Mama;sein;anscheinend;zufrieden;ich;mit;zwei;was;guck;ich;fies;mein;Eltern;sein;schon;geschieden;ich;mit;drei;ich;mit;vier;Mama;und;ich;alleine;hier;ich;mit;der;Geburtstagstorte;lachend;weil;ichs;einfach;nicht;kapier;ich;mit;Opa;kerngesund;ich;bei;spielen;mit;Opa;Hund;ich;mit;der;Hund;in;Blumenbeet;ich;mit;der;Ohr;wieder;angenäht;ich;in;Süden;Sonnenbrand;mein;allererster;Urlaub;ich;an;Strand;ich;an;Strand;und;ich;an;Strand;ich;an;Strand;ich;in;der;Schule;erster;Tag;ich;mit;der;Lehrerin;der;ich;mögen;ich;an;der;Tafel;ABC;erster;Zeugnis;ganz;ok;ich;zu;Besuch;in;Boxverein;ich;mit;gebrochen;Nasenbein;ich;von;Pickeln;übersaten;auf;der;Weg;zu;mein;erster;Date;ich;mit;Nina;Hose;beulen;ich;ohne;Nina;schwer;verheulen;ich;bei;Kiffen;total;cool;ich;mit;Peter;partyschwul;ich;auf;Demo;Nazi;raus;ich;wieder;mal;in;Krankenhaus;ich;mit;Abi;in;der;Hand;ich;mit;mein;Rucksack;ich;an;Strand;ich;an;Strand;und;ich;an;Strand;ich;an;Strand;ich;an;Strand;ich;an;Strand;und;ich;an;Strand;ich;an;Strand;ich;an;der;Uni;der;gehen;schnell;zehn;Semester;BWL;ich;mit;Abschluss;Freude;groß;ich;seit;ein;Jahr;arbeitslos;ich;mit;Antrag;auf;Hartz;IV;hier;setzen;mein;Vermieter;mich;vor;der;Tür;ich;ungewaschen;unrasiert;alle;probieren;doch;nichts;haben;funktionieren;ich;unter;ein;dunkel;Brücke;ich;wie;ich;sich;nach;Kippe;bücken;ich;wie;ich;an;der;Mauer;lehnen;ich;jetzt;ohne;Schneidezähne;ich;wie;ich;in;Winter;frier;noch;einmal;sehn;ich;alle;vor;mir;ich;als;Kind;an;Mama;Hand;ich;mit;Nina;glücklich;ich;an;Strand;ich;an;Strand;und;ich;an;Strand;ich;an;Strand;ich;an;Strand;ich;an;Strand;und;ich;an;Strand;ich;an;Strand;ich;an;Strand;ich;an;Strand;und;ich;an;Strand;ich;an;Strand;ich;an;Strand;ich;an;Strand;und;ich;an;Strand;ich;an;Strand
42|Die Ärzte|MORGENS PAUKEN|du;trinken;gern;ein;übern;Durst;Deine;Zukunft;sein;dir;Currywurst;Vollgetankt;blankziehen;du;blank;du;sein;punk;auf;dein;Smartphone;laufen;der;ganz;Tag;nur;Trap;du;haben;n;krass;Handicap;und;ein;Schließfach;bei;der;Bank;du;sein;punk;du;sein;punk;du;sein;du;sein;du;sein;du;sein;du;sein;du;sein;punk;alle;sein;punk;Einfach;alle;sein;punk;wirklich;alle;sein;punk;Sid;sein;dank;Punk;sein;punk;du;betrügen;bei;Blinde;Kuh;und;du;likeen;der;CDU;Haen;n;Pelzmantel;in;Schrank;du;sein;punk;du;sein;punk;du;nimmen;Droge;in;Ferienhaus;blankNennst;dein;Kind;Gloriola;und;Klaus;du;wischen;der;Deutschland-D;an;dein;Auto;blank;du;sein;punk;du;sein;punk;du;sein;du;sein;du;sein;du;sein;du;sein;du;sein;punk;alle;sein;punk;einfach;alle;sein;punk;wirklich;alle;sein;punk;GG;sein;krank;Punk;sein;punk;alle;sein;punk;einfach;alle;sein;punk;wirklich;alle;sein;punk;Zappa;Frank;Punk;sein;punk;dabei;sein;sein;alle;du;musen;der;sportlich;sehen;ein;bisschen;Punk;stecken;doch;in;aller;Lass;sich;auf;der;Punk-Boulevard;spazieren;gehen;alle;sein;punk;einfach;alle;sein;punk;wirklich;alle;sein;punk;Zander;Frank;Punk;sein;punk;Wein;Weib;und;Punk;jetzt;mach;mal;nen;Punk;Wölfi;ziehen;blank;Gott;sein;punk;und;lass;der;TEC;in;Schrank;Schokoladenpunk;okay;Trockener;Punk;Chardonnay;Fünf-Gänge-Punk;für;der;Punk-Gourmet;Punker;Maria;ich;habn;mein;Nadel;verlieren;nur;ein;leer;Loch;in;der;Ohr;da;gehen;er;ab;der;Punk;alle;sein;punk;alle;sein;punk;alle;sein;punk;alle;sein;punk;Alu;sein;kein;punk;Alu;machen;krank;Geisteskrank;alle;sein;punk;alle;sein;punk;ja;ja;ja;alle;sein;punk
43|KUMMER|Nicht die Musik|der;sein;nicht;der;Musik;der;du;suchen;nicht;der;Musik;der;du;brauchen;weder;Rap;über;Business;Moves;Noch;Motivation;kein;Steh;wieder;auf;wenn;du;an;Boden;sein;Lohnn;sich;nicht;wir;sein;alle;ficken;schade;ich;schätzen;der;werden;dann;wohl;eher;nichts;mit;der;Spotify;Workout-Playlist;Push;it;push;it;reinHört;jetzt;rein;in;mein;Welthass-Selbsthass-Mix;ein;klein;bisschen;Ekel;sein;immer;dabei;wenn;man;Teil;dieser;Gesellschaft;sein;Germany;ein;Produkt;einer;von;achtzig;Million;jetzt;werden;in;der;Hand;spucken;für;der;Boss-Transformation;Ha;ein;Generation;Alpha;an;Selbstoptimierer;King;Werden;Modus-Mio-isiert;Lied;von;Sieger;über;der;Siegen;alle;erlauben;außer;verlieren;echt;Mann;sein;Gewinner;echt;Mann;weinen;nicht;und;auf;jeder;Fall;machen;sie;kein;verweichlicht;Befindlichkeitsscheiße;wie;ich;der;sein;nicht;der;Musik;der;du;suchen;nicht;der;Musik;der;du;brauchen;weder;Rap;über;Business;Moves;noch;Motivation;kein;Steh;wieder;auf;ich;habn;kein;Ahnung;von;Kette;und;Blaulicht;kein;Ahnung;von;Fashion;und;Outfit;doch;ich;machn;Rap;wieder;weich;ich;machn;Rap;wieder;traurig
44|Wir sind Helden|Denkmal|Intro;Mailbox;wir;haben;ein;SMS-Kurznachricht;für;sie;der;Nachricht;lauten;Mission;eins;erfüllen;Ausrufezeichen;Plakat;acht;Komma;Verhaftung;null;Punkt;Mission;zwei;folgen;Punkt;Hol;der;Vorschlaghammer;Komm;mal;an;Fenster;komm;her;zu;mir;Siehst;du;da;drüben;gleich;da;hinter;Wellblechzaun;da;drüben;auf;der;Platz;vor;Aldi;haben;sie;unser;Abbild;in;Stein;gehaun;Komm;auf;der;Straße;kommen;her;zu;mir;überall;Blum;und;Girlande;halb;zerknüllen;ausSieht;so;aus;als;haben;der;unser;Denkmal;heute;Nacht;schon;ohne;uns;enthüllen;Refrain;Judith;Holoferne;Hol;der;Vorschlaghammer;sie;haben;uns;ein;Denkmal;bauen;und;jeder;Vollidiot;wissen;dass;der;der;Liebe;versauen;ich;werdn;der;schlechte;Sprayer;dieser;Stadt;engagiern;der;sollnen;nachts;noch;der;Trümmer;mit;Parol;beschmiern;Komm;auf;der;Bein;kommen;her;zu;mir;es;werden;bald;hell;und;wir;habn;nicht;ewig;Zeit;wenn;uns;jetzt;hier;wer;erwischen;sein;wir;für;immer;vereinen;in;Beton;und;Seligkeit;Refrain;Judith;Holoferne;Hol;der;Vorschlaghammer;sie;haben;uns;ein;Denkmal;bauen;und;jeder;Vollidiot;wissen;dass;der;der;Liebe;versauen;ich;werdn;der;schlechte;Sprayer;dieser;Stadt;engagiern;der;sollnen;nachts;noch;der;Trümmer;mit;Parol;beschmiern;Bridge;Judith;Holofernes;Siehst;du;der;Inschrift;da;unten;bei;der;Schuh;da;stehen;in;golden;Schrift;wir;solln;in;Ewigkeit;ruhn;Refrain;Judith;Holofernes;Hol;der;Vorschlaghammer;sie;haben;uns;ein;Denkmal;bauen;und;jeder;Vollidiot;wissen;dass;der;der;Liebe;versauen;ich;werdn;der;schlechte;Sprayer;dieser;Stadt;engagiern;der;solln;nachts;noch;der;Trümmer;mit;Parol;beschmiern;sie;haben;uns;ein;Denkmal;bauen;und;jeder;Vollidiot;wissen;dass;der;der;Liebe;versauen;ich;werdn;der;schlechte;Sprayer;dieser;Stadt;engagiern;der;solln;nachts;noch;der;Trümmer;mit;Parol;beschmiern
45|Juli|Perfekte Welle|mit;jeder;Welle;kommen;ein;Traum;Traum;vorübergehen;vorüber;dein;Brett;sein;verstauben;Deine;Zweifel;schäumen;über;Hast;dein;Leben;lang;warten;Hast;hoffen;dass;es;sie;geben;Hast;der;Glaube;fast;verlieren;Hast;dich;nicht;von;Fleck;bewegen;jetzt;zukommen;sie;langsam;auf;dich;zu;der;Wasser;schlagen;dir;in;Gesicht;Siehst;dein;Leben;wie;ein;Film;du;kannst;nicht;glauben;dass;sie;brechen;der;sein;der;perfekt;Welle;der;sein;der;perfekt;Tag;Lass;dich;einfach;von;ihr;tragen;nachDenk;am;gut;gar;nicht;nach;der;sein;der;perfekt;Welle;der;sein;der;perfekt;Tag;es;geben;mehr;als;du;weißen;es;geben;mehr;als;du;sagen;deine;Hand;sein;schon;taub;Hast;Salz;in;dein;Auge;zwischen;Träne;und;Staub;Fällt;es;schwer;noch;dran;zu;glauben;Hast;dein;Leben;lang;warten;Hast;der;Welle;nie;zählen;der;sein;alle;nicht;wollen;Hast;viel;zu;schnell;leben;jetzt;zukommen;sie;langsam;auf;dich;zu;der;Wasser;schlagen;dir;in;Gesicht;Siehst;dein;Leben;wie;ein;Film;du;kannst;nicht;glauben;dass;sie;brechen;der;sein;der;perfekt;Welle;der;sein;der;perfekt;Tag;Lass;dich;einfach;von;ihr;tragen;nachDenk;am;gut;gar;nicht;nach;der;sein;der;perfekt;Welle;der;sein;der;perfekt;Tag;es;geben;mehr;als;du;weißen;es;geben;mehr;als;du;sagen;du;stellen;dich;in;der;Sturm;und;schreisen;ich;sein;hier;ich;sein;frei;alle;wer;ich;wollen;sein;Zeit;ich;sein;hier;ich;sein;frei;du;stellen;dich;in;der;Sturm;und;schreisen;ich;sein;hier;ich;sein;frei;ich;sein;hier;ich;sein;frei;der;sein;der;perfekt;Welle;der;sein;der;perfekt;Welle;der;sein;der;perfekt;Tag;Lass;dich;einfach;von;ihr;tragen;nachDenk;am;gut;gar;nicht;nach;der;sein;der;perfekt;Welle;der;sein;der;perfekt;Tag;es;geben;mehr;als;du;weißen;es;geben;mehr;als;du;sagen;der;sein;der;perfekt;Welle;der;sein;der;perfekt;Tag;dafür;der;sein;der;perfekt;Welle;der;sein;der;perfekt;Tag
