|song_id|word
1304|5|so
1305|5|klein
1306|5|so
1307|5|viel
1308|5|klein
1309|5|als
1310|5|ich
1311|5|Superheld
1312|5|ganz
1313|5|allein
1314|5|ob
1315|5|ich
1316|5|wollen
1317|5|oder
1318|5|nicht
1319|5|immer
1320|5|wieder
1321|5|fragn
1322|5|ich
1323|5|mich
1324|5|sein
1325|5|hier
1326|5|jemand
1327|5|so
1328|5|wie
1329|5|ich
1330|5|niemand
1331|5|wissen
1332|5|ich
1333|5|sein
1334|5|unzerstörbar
1335|5|nichts
1336|5|und
1337|5|niemand
1338|5|aufhalten
1339|5|mich
1340|5|auf
1341|5|niemand
1342|5|wissen
1343|5|ich
1344|5|sein
1345|5|unzerstörbar
1346|5|alle
1347|5|muss
1348|5|zu
1349|5|Ende
1350|5|gehn
1351|5|und
1352|5|nur
1353|5|ich
1354|5|können
1355|5|es
1356|5|überstehn
1357|5|ich
1358|5|sein
1359|5|unzerstörbar
1360|5|unzerstörbar
1361|6|jeder
1362|6|Nacht
1363|6|genau
1364|6|derselbe
1365|6|Traum
1366|6|Mich
1367|6|umgeben
1368|6|ein
1369|6|kalt
1370|6|schwarz
1371|6|Raum
1372|6|jeder
1373|6|tief
1374|6|Atemzug
1375|6|schwerfallen
1376|6|schwer
1377|6|Bin
1378|6|an
1379|6|schreien
1380|6|doch
1381|6|du
1382|6|hören
1383|6|mich
1384|6|nicht
1385|6|mehr
1386|6|Such
1387|6|mich
1388|6|tief
1389|6|in
1390|6|Abgrund
1391|6|dein
1392|6|Traum
1393|6|ich
1394|6|liegen
1395|6|6
1396|6|Fuß
1397|6|tief
1398|6|Such
1399|6|mich
1400|6|tief
1401|6|in
1402|6|Abgrund
1403|6|dein
1404|6|Traum
1405|6|du
1406|6|musen
1407|6|noch
1408|6|6
1409|6|Fuß
1410|6|tief
1411|6|jeder
1412|6|Mal
1413|6|genau
1414|6|dasselbe
1415|6|Spiel
1416|6|du
1417|6|suchen
1418|6|mich
1419|6|doch
1420|6|ich
1421|6|sein
1422|6|längst
1423|6|an
1424|6|Ziel
1425|6|Erde
1426|6|rieseln
1427|6|leicht
1428|6|auf
1429|6|mein
1430|6|Gesicht
1431|6|Hör
1432|6|mein
1433|6|Herz
1434|6|doch
1435|6|scheinbar
1436|6|schlagen
1437|6|es
1438|6|nicht
1439|6|Such
1440|6|mich
1441|6|tief
1442|6|in
1443|6|Abgrund
1444|6|dein
1445|6|Traum
1446|6|ich
1447|6|liegen
1448|6|6
1449|6|Fuß
1450|6|tief
1451|6|Such
1452|6|mich
1453|6|tief
1454|6|in
1455|6|Abgrund
1456|6|dein
1457|6|Traum
1458|6|du
1459|6|musen
1460|6|noch
1461|6|6
1462|6|Fuß
1463|6|tief
1464|6|Drum
1465|6|nimm
1466|6|der
1467|6|Schaufel
1468|6|denn
1469|6|sie
1470|6|fühen
1471|6|dich
1472|6|zu
1473|6|mir
1474|6|du
1475|6|musen
1476|6|noch
1477|6|tief
1478|6|ich
1479|6|erwarten
1480|6|dich
1481|6|hier
1482|6|Grab
1483|6|dein
1484|6|Tunnel
1485|6|denn
1486|6|er
1487|6|bringen
1488|6|dich
1489|6|an
1490|6|Ziel
1491|6|an
1492|6|Ende
1493|6|warten
1494|6|der
1495|6|Freiheit
1496|6|Such
1497|6|mich
1498|6|tief
1499|6|in
1500|6|Abgrund
1501|6|dein
1502|6|Traum
1503|6|Such
1504|6|mich
1505|6|tief
1506|6|in
1507|6|Abgrund
1508|6|dein
1509|6|Traum
1510|6|ich
1511|6|liegen
1512|6|6
1513|6|Fuß
1514|6|tief
1515|6|Such
1516|6|mich
1517|6|tief
1518|6|in
1519|6|Abgrund
1520|6|dein
1521|6|Traum
1522|6|du
1523|6|musen
1524|6|noch
1525|6|6
1526|6|Fuß
1527|6|tief
1528|6|Such
1529|6|mich
1530|6|tief
1531|6|in
1532|6|Abgrund
1533|6|dein
1534|6|Traum
1535|6|ich
1536|6|liegen
1537|6|6
1538|6|Fuß
1539|6|tief
1540|6|Such
1541|6|mich
1542|6|tief
1543|6|in
1544|6|Abgrund
1545|6|dein
1546|6|Traum
1547|6|du
1548|6|mussen
1549|6|noch
1550|6|6
1551|6|Fuß
1552|6|tief
1553|7|du
1554|7|sein
1555|7|ein
1556|7|bös
1557|7|klein
1558|7|Opfer
1559|7|in
1560|7|der
1561|7|Gang
1562|7|fühlen
1563|7|du
1564|7|dich
1565|7|cool
1566|7|denn
1567|7|Jung
1568|7|mit
1569|7|Baggypant
1570|7|und
1571|7|Basecap
1572|7|sein
1573|7|doch
1574|7|nie
1575|7|und
1576|7|nimmer
1577|7|schwul
1578|7|in
1579|7|dein
1580|7|Getto
1581|7|sein
1582|7|du
1583|7|unbarmherzig
1584|7|und
1585|7|so
1586|7|homophob
1587|7|doch
1588|7|unten
1589|7|drunter
1590|7|trägen
1591|7|du
1592|7|heimlich
1593|7|Doppelripp
1594|7|von
1595|7|Wolfgang
1596|7|Joop
1597|7|du
1598|7|sein
1599|7|ein
1600|7|Gangsterboss
1601|7|und
1602|7|er
1603|7|ein
1604|7|Kleinstadtboy
1605|7|du
1606|7|sein
1607|7|ein
1608|7|hart
1609|7|Mann
1610|7|und
1611|7|darum
1612|7|weinen
1613|7|du
1614|7|nie
1615|7|Siehst
1616|7|du
1617|7|der
1618|7|Kleinstadtboy
1619|7|dann
1620|7|zittern
1621|7|dir
1622|7|der
