|word|lemma
5252|Middle-Class|Middle-Class
5255|wiedermal|wieder mal
5257|Mägge|Mägge
5258|Ego-Trip|der Ego-Trip
5259|Vincent|Vincent
5260|van|van
5261|Gogh|Gogh
5264|michelangelogen|michelangelogen
5268|Schwip|der Schwip
5275|Dalí|Dalí
5276|daVinci|da Vinci
5279|Mona|Mona
5280|Lisa|Lisa
5282|A4|A4
5283|Deeper|deeper
5284|deeper|deeper
5285|Cheers|Cheers
5286|Schattentag|der Schattentag
5289|không|không
5290|ai|ai
5291|hiêu|hiêu
5292|tôi|tôi
5294|Memoirum|das Memoirum
5298|Halt-Verbot|das Halt-Verbot
5300|P-Psychologie|die P-Psychologie
5301|Hexenkunst|die Hexenkunst
5306|heh|heh
5310|Mitleidsdrang|der Mitleidsdrang
5316|woah|woah
5317|Songzeile|die Songzeile
5319|Wow|Wow
5320|Kafka|Kafka
5321|Buchgeschmack|der Buchgeschmack
5322|Kafka-Kapuzenjacke|die Kafka-Kapuzenjacke
5324|Kafka-Tattoo|das Kafka-Tattoo
5327|Kafka-Figur|die Kafka-Figur
5329|New-Age-Kacke|die New-Age-Kacke
5331|Boah|Boah
5336|eh-eh|eh-eh
5337|Kummerkaste|die Kummerkaste
5347|Vorbeieilenden|der Vorbeieilende
5348|Verborgenen|das Verborgene
5351|Merkel|Merkel
5352|Naidoo|Naidoo
5353|Anderen|der Andere
5369|Heulkrampf|der Heulkrampf
5373|Mon|Mon
5374|Chéri|Chéri
5375|iih|iih
5378|Superfähigkeit|die Superfähigkeit
5379|Gute-Nacht-zu-Mama-sagen-Mini-Nüchternheit|die Gute-Nacht-zu-Mama-sagen-Mini-Nüchternheit
5381|Stottern|das Stottern
5383|Gute|das Gute
5389|Linksrock|der Linksrock
5390|Rechtsrock|der Rechtsrock
5391|Mittelrock|der Mittelrock
5392|meinungsfrei|meinungsfrei
5396|Alkivater|der Alkivater
5399|Fleischragout|das Fleischragout
5400|Streifengnu|das Streifengnu
5405|Peace|Peace
5417|Masai|Masai
5419|Scheiß-Diktatur|die Scheiß-Diktatur
5421|Konvertiten-Swag|der Konvertiten-Swag
5435|BMW|BMW
5437|nei-i-ein|nei-i-ein
5439|Sexuellen|der Sexuelle
5443|Hulk-Verschnitt|der Hulk-Verschnitt
5446|Kompromisten-Camp|das Kompromisten-Camp
5447|XXM|XXM
5449|Extremistenspinner|der Extremistenspinner
5452|DC|DC
5453|Marvel|Marvel
5459|Harlem|Harlem
5461|Marx|Marx
5469|no-o-o-oh|no-o-o-oh
5477|Bürgermeister-Kandidat|der Bürgermeister-Kandidat
5480|Bio-Katzenstreu|das Bio-Katzenstreu
5486|Feed|der Feed
5504|Goodbye|Goodbye
5505|friends|friends
5507|Ooooooh|Ooooooh
5510|Tütenreis|der Tütenreis
5531|Anja|Anja
5540|Würdest|würden
5545|Totesi|Totesi
5550|Idiocracy|Idiocracy
5551|RocknRoll|RocknRoll
5552|Fashion-Ikone|die Fashion-Ikone
5565|Dad-Joke|der Dad-Joke
5566|come|come
5568|doubt|doubt
5569|-ment|-ment
5573|Aint|Aint
5574|nobody|nobody
5575|Me|Me
5576|Bout|Bout
5577|things|things
5578|Ill|Ill
5579|miss|miss
5581|help|help
5582|leave|leave
5583|mess|mess
5584|And|And
5585|wont|wont
5586|explain|explain
5587|fashion|fashion
5588|lackin|lackin
5589|Thats|Thats
5590|time|time
5591|detachin|detachin
5592|phones|phones
5593|stat|stat
5594|internet|internet
5595|distract|distract
5596|where|where
5597|winner|winner
5598|at|at
5599|Too|Too
5600|many|many
5602|rabbit|rabbit
5603|hole|hole
5604|complain|complain
5605|bout|bout
5606|This|This
5607|rapper|rapper
5608|though|though
5609|Came|Came
5610|here|here
5611|spin|spin
5612|backwind|backwind
5614|Breakdancin|Breakdancin
5615|since|since
5616|then|then
5617|Everybody|Everybody
5618|little|little
5619|unplug|unplug
5620|appreciate|appreciate
5621|distortion|distortion
5622|much|much
5624|Here|Here
5625|comes|come
5627|How|how
5628|now|now
5649|But|but
5650|wait|wait
5657|Spiegel-TV|das Spiegel-TV
5663|Heckscheibenaufkleber|der Heckscheibenaufkleber
5667|Pompeii|Pompeii
5668|Rammstein-Konzert|das Rammstein-Konzert
5669|Rammstein|Rammstein
5685|A-Wort|das A-Wort
5686|Z-Wort|das Z-Wort
5687|I-Wort|das I-Wort
5696|name|name
5697|ching|ching
5700|Maeckes|Maeckes
5701|Startgebot|das Startgebot
5703|they|they
5710|Maecke|Maecke
5713|Streaming-Plattform|die Streaming-Plattform
5738|DSL|DSL
5743|Rape|rape
5744|Porn|porn
5745|Positivity|positivity
5747|Goals|goals
5748|Hate|hate
5750|fake|fake
5751|AI|AI
5752|be|be
5753|Voice|voice
5754|notes|notes
5757|Hah|hah
5760|Bergziege|die Bergziege
5773|Woooh|woooh
5778|Vogelstrauß|der Vogelstrauß
5780|Ride|ride
5791|Bauchrede|die Bauchrede
5801|Rapidshare|Rapidshare
5807|Fleckenzwerg|der Fleckenzwerg
5808|Jungeer|jünger
5809|Wooh|wooh
5812|Leuchtkette|die Leuchtkette
5816|Lets|let
5817|Sektbole|die Sektbole
5818|McDonalds|McDonalds
5824|Abenteuerreiten|das Abenteuerreiten
5833|Farmgegend|die Farmgegend
5838|Pssst|pssst
5844|reingucken|reingucken
5849|Mayer|Mayer
5853|CIA|die CIA
5854|Mossad|der Mossad
5855|Spidermann|Spidermann
5856|Illuminatensymbol|das Illuminatensymbol
5863|Kellerschacht|der Kellerschacht
5867|Tempelritter|der Tempelritter
5869|Blutorangensaft|der Blutorangensaft
5870|Ufolandeplatz|der Ufolandeplatz
5874|Kennedy|Kennedy
5882|schwarz-weiß|schwarz-weiß
5888|Dünengra|dünengrau
5899|zweit|zweiter
5908|Aaaaaaaaaaaaah|aaaaaah
5916|Florian|Florian
5917|Paul|Paul
5918|Julius|Julius
5919|Forster|Forster
5923|unsre|unsere
5925|Johnny|Johnny
5933|fucking|fucking
5934|neugebaut|neu bauen
5940|Fucking|Fucking
5948|Sizilien|Sizilien
5952|viert|vierter
5957|Non-Stop|non-stop
5969|Panini-Flasche|die Panini-Flasche
5981|Toyota|Toyota
5984|calling|calling
5985|trick|trick
5986|fünfundneunzig|95
6005|Upside|upside
6008|leergeraucht|leer rauchen
6010|sleeping|sleeping
6011|beauty|beauty
6012|Can|can
6013|hear|hear
6014|call|call
6015|duty|duty
6016|world|world
6017|has|has
6018|gone|gone
6019|completely|completely
6020|nuts|nuts
6021|were|were
6022|German|German
6023|rise|rise
6027|Borks|Borks
6030|torches|Fackeln
6033|people|Menschen
6034|past|vergangen
6041|helmets|Helme
6043|Jack|Jack
6044|Wolfskin|Wolfskin
6046|marching|marschierend
6049|Birkenstocks|Birkenstocks
6052|Munching|kauend
6055|earth-shattering|erderschütternd
6058|We|Wir
6060|biggest|größte
6064|fences|Zäune
6065|walls|Wände
6068|takes|nimmt
6069|Bigger|größer
6070|balls|Bälle
6096|assholery|Arschlochverhalten
6097|leads|führt
6104|failed|gescheitert
6105|Weve|wir haben
6123|will|wird
6128|longer|länger
6130|vandal|Vandal
6136|Reserving|reservierend
6138|loungers|Liegestühle
6139|towels|Handtücher
6142|Bowels|Därme
6143|dickheads|Idioten
6151|2016|zweitausendsechzehn
6155|whatever|was auch immer
6158|brains|Gehirne
6159|Fuckface|Fuckface
6161|theyre|sie sind
6167|heard|gehört
6172|Kant|Kant
6178|forgiving|vergebend
6186|Fanta|Fanta
6190|Bella|Bella
6191|bella|bella
6192|Trafen|trafen
6203|verschwende|verschwende
6205|Maskierter|Maskierter
6224|nischen|nischen
6226|mu-|mu-
6230|1991|neunzehnhunderteinundneunzig
6234|smoking|rauchend
6235|drinking|trinkend
6242|would|würde
6246|Kreuzberg|Kreuzberg
6249|aufgenommn|aufgenommen
6252|fürn|für ein
6259|bottles|Flaschen
6260|16th|sechzehnter
6262|Were|wir waren
6265|nights|Nächte
6270|Loveparade|Loveparade
6271|Afterparty-Rave|Afterparty-Rave
6272|Laber|das Labern
6273|Ma|die Ma
6274|AB|das AB
6276|achter|achter
6278|1990|neunzehnhundertneunzig
6280|Jön|Jön
6281|Reggel|der Reggel
6282|irány|irány
6284|Amennyi|Amennyi
6285|nálad|nálad
6286|Az|Az
6287|odaviszed|odaviszed
6288|Hamamma|Hamamma
6289|Attól|Attól
6290|majd|majd
6291|megváltozik|megváltozik
6292|Közérzeted|Közérzeted
6293|És|És
6294|egész|egész
6295|nap|der Nap
6296|Mondogatod|mondogatod
6297|Magadba|Magadba
6298|Minek|Minek
6299|mi|mi
6300|meg|meg
6301|nincs|nincs
6302|Mikor|Mikor
6303|Csuklódon|Csuklódon
6304|Kattan|kattan
6305|bilincs|der Bilincs
6307|Pozíciódón|Pozíciódón
6308|változtatnál|változtatnál
6309|De|De
6310|ezen|ezen
6311|Ajtón|Ajtón
6312|Kilincs|der Kilincs
6313|Trepp|der Trepp
6314|Versandsoldat|der Versandsoldat
6315|Logistikproletariat|das Logistikproletariat
6321|Zalando|Zalando
6322|mirs|mirs
6327|Pausenzeit|die Pausenzeit
6343|Sub-Sub-Sub-Sub-Subunternehmer|der Sub-Sub-Sub-Sub-Subunternehmer
6344|Paketkurier|der Paketkurier
6346|Bernd|Bernd
6357|Fruchtsaftverordnung|die Fruchtsaftverordnung
6361|Drei-Wetter-Taft|der Drei-Wetter-Taft
6362|Ham|Ham
6366|bräuchen|bräuchen
6367|siebter|siebter
6368|fands|fanden
6383|schen|schen
6385|Haie|die Haie
6396|Tabakschicht|die Tabakschicht
6419|ws|ws
6423|112|einhundertzwölf
6425|Rambimmel|der Rambimmel
6426|rabammel|rabammeln
6428|bumm|bumm
6429|hamwa|haben wir
6432|Big|big
6434|Bumm|bumm
6439|Krrrksn|Krrrksn
6445|Besten|besten
6449|Bunnie|der Bunnie
6456|Getrübt|getrübt
6468|Unsre|unsre
6472|Discovery|der Discovery
6474|Bielefeld|Bielefeld
6475|discovern|discovern
6477|Q7|Q7
6481|Porsche-Fahrn|Porsche fahren
6487|Asphaltwüste|die Asphaltwüste
6490|260|zweihundertsechzig
6493|VW|VW
6495|Brumm-Brumm|Brumm-Brumm
6496|La-la-la|La-la-la
6497|la-la-la|La-la-la
6498|La-la-la-la-la-la-la-la|La-la-la-la-la-la-la-la
6500|Falschparken|falschparken
6501|Zebrastreife|die Zebrastreife
6505|Disney|Disney
6525|sichs|sich’s
6526|Schöneres|schöneres
6527|Romantische|romantische
6529|Höllenritt|der Höllenritt
6530|Dritt|der Dritt
6533|Lederkostüm|das Lederkostüm
6537|schwengen|schwengen
6545|Kb|Kb
6546|eure|eure
6547|Lieblings-Rapperin|die Lieblings-Rapperin
6550|Chewbacca|Chewbacca
6551|Teleskop-Schlagstock|der Teleskop-Schlagstock
6552|Raplegende|die Raplegende
6553|funky|funky
6554|Motherfucker|Motherfucker
6556|dAmour|d’amour
6567|Gegenprogramm|das Gegenprogramm
6573|Internet-Armee|die Internet-Armee
6576|michverbrannt|mich verbrennen
6577|Dubist|du bist
6578|Wasserund|wasserund
6580|inalle|inalle
6582|Pre-Refrain|der Pre-Refrain
6585|Olé|Olé
6594||–
6596|vielbenutzt|viel benutzt
6599|ick|ick
6600|dit|dit
6612|Angelina|Angelina
6613|Jolie|Jolie
6617|anjequatsch|an jequatscht
6620|Brad|Brad
6621|Pitt|Pitt
6627|haten|haten
6630|eener|einer
6636|neugeborn|neu geboren
6637|Ohohohohoh|Ohohohohoh
6638|bekloppen|bekloppen
6641|losgerocken|losrocken
6645|icke|icke
6647|Fukushimaaktie|die Fukushimaaktie
6648|allet|allet
6654|keener|keiner
6658|Skit|der Skit
6667|rübergestolpern|rüberstolpern
6668|jehst|jehen
6671|hälen|hälen
6684|Deutschlandpfeil|der Deutschlandpfeil
6689|Afterwork-Austern|die Afterwork-Auster
6690|Tze|tze
6691|Gigi|Gigi
6692|DAgostino|DAgostino
6704|Sylt|Sylt
6707|Tss|tss
6709|Hush|hush
6710|hush|hush
6714|Wuff|wuff
6715|wuff|wuff
6716|fünfhundertsechzig|fünfhundertsechzig
6717|Hundejahr|das Hundejahr
6719|Uhh|uhh
6723|Gimme|gib mir
6724|Ja-ja|ja-ja
6727|Wouh|wouh
6734|Blockwärter|der Blockwärter
6735|erwünschen|erwünschen
6753|flaschenfrei|flaschenfrei
6764|immernoch|immernoch
6776|Internetverbot|das Internetverbot
6785|WhatsApp|WhatsApp
6786|Statusfeld|das Statusfeld
6787|Facebook|Facebook
6788|Farmville|Farmville
6793|Warcraft|Warcraft
6808|GEZ|die GEZ
6821|Collateral|collateral
6831|Gebeine|die Gebeine
6835|Gaby|Gaby
6836|Glockner|Glockner
6837|Carsten|Carsten
6854|Sammeltaxe|die Sammeltaxe
6863|Yayeyeheah|yayeyeheah
6865|Ahaha|ahaha
6874|Kalli|Kalli
6877|Dudes|Dudes
6882|möchteen|möchten
6887|Homie|Homie
6891|Terrorstyle|der Terrorstil
6893|Froschgift|das Froschgift
6895|Schrottwichtel|der Schrottwichtel
6896|Nosliw|Nosliw
6897|Gemüsefach|das Gemüsefach
6898|Alli|Alli
6899|Kaliba|Kaliba
6907|Leguane|die Leguane
6913|Tjaa|tjaa
6918|Barkeeperstyle|der Barkeeperstil
6924|Lalala|lalala
6926|-Warum|-warum
6927|-Könnte|-könnte
6928|Argh|argh
6931|Maut-Kontrolln|die Mautkontrollen
6933|Nacht-Unterhemd|das Nachtunterhemd
6939|2004|zweitausendvier
6942|NSA|die NSA
6944|ARD|die ARD
6945|TKKG|TKKG
6950|Sherlock|Sherlock
6951|Holmes|Holmes
6952|Robo-Cop|Robo-Cop
6953|Gesetzeszeile|die Gesetzeszeile
6954|wie-wie-wie|wie-wie-wie
6955|Obama|Obama
6961|isso|ist so
6966|Führungseinheit|die Führungseinheit
6967|Pyrokratie|die Pyrokratie
6975|Kaliba69|Kaliba69
6977|Triple-Moral|die Triple-Moral
6978|puk|puk
6981|Fäde|die Fäde
7005|Kindesbein|das Kindesbein
7006|Roboterspiel|das Roboterspiel
7009|Cock|Cock
7019|No-Go|das No-Go
7023|Roberto|Roberto
7024|Blanco|Blanco
7029|Deutschlandfahne|die Deutschlandfahne
7031|Blutsbrüder|die Blutsbrüder
7034|Stammtischmodus|der Stammtischmodus
7035|Schwarz-Rot-Grün|Schwarz-Rot-Grün
7040|Schokoküsse|die Schokoküsse
7045|Aydin|Aydin
7067|Boss-Geschöpf|das Boss-Geschöpf
7074|MC|MC
7090|Bosom|die Bosom
7096|allergrös|allergröß
7118|15-Punkte-Schnitt|der 15-Punkte-Schnitt
7126|Kunststoffschicht|die Kunststoffschicht
7137|Raucherkette|die Raucherkette
7138|Lungenriss|der Lungenriss
7139|Kids|die Kids
7140|Syrien|Syrien
7141|Berghain|das Berghain
7144|Friends|die Friends
7150|Insta|das Insta
7151|Snapchat|das Snapchat
7152|TikTok|das TikTok
7153|Tinder|das Tinder
7154|Netflix|das Netflix
7155|YouTube|das YouTube
7156|Fortnite|das Fortnite
7157|Minecraft|das Minecraft
7164|Hoe|die Hoe
7165|Präservative|die Präservative
7166|Nietzsche|Nietzsche
7168|motherfucking|motherfucking
7169|Yes|yes
7171|Quante|die Quante
7176|Rap-Video|das Rap-Video
7180|Wendecover|das Wendecover
7181|bäm|bäm
7188|Fleischspieße|die Fleischspieße
7189|Uuuh|uuuh
7193|Jokes|die Jokes
7195|Slut|die Slut
7199|Jaa|jaa
7202|grinden|grinden
7213|Leinentape|das Leinentape
7220|Glitzernägeln|die Glitzernägel
7224|Stripper-Mädchen|das Stripper-Mädchen
7225|Grizzly-Bären|die Grizzly-Bären
7226|Grizzly-Bärin|die Grizzly-Bärin
7238|Cola-Rum-Mische|die Cola-Rum-Mische
7244|Mixtape|das Mixtape
7246|keinr|keiner
7247|CD-Schrank|der CD-Schrank
7256|Schnapp|der Schnapp
7259|helden|die Helden
7263|Nichtmitin|nichtmitin
7264|Augenlied|das Augenlied
7270|Roggenfänger|der Roggenfänger
7274|Wellenempfänger|der Wellenempfänger
7278|Alphabeet|das Alphabeet
7286|125000|einhundertfünfundzwanzigtausend
7288|Wui|wui
7291|schallmauerndurchbrechend|schallmauerndurchbrechen
7295|Gelenkprothese|die Gelenkprothese
7297|Kontrathese|die Kontrathese
7299|Monsterwesen|das Monsterwesen
7302|zu-Tode-Streichel-Methode|die Zu-Tode-Streichel-Methode
7306|Huxley|Huxley
7311|Quantenzirkel|der Quantenzirkel
7313|Rasurfraktal|das Rasurfraktal
7314|Edelstahlgewindeflansch|der Edelstahlgewindeflansch
7315|Logbucheintrag|der Logbucheintrag
7316|612|sechshundertzwölf
7320|billiarden|billiarden
7321|halbbewusst|halbbewusst
7322|Wes|das Wes
7329|Weltraumrasse|die Weltraumrasse
7333|Verrückten|die Verrückten
7334|Deprimierten|die Deprimierten
7337|Bekloppten|die Bekloppten
7342|Selbstverarschung|die Selbstverarschung
7344|Labyrinthedichtkunst|die Labyrinthedichtkunst
7376|dar|dar
7377|Ich-Sicht|die Ich-Sicht
7383|Keins|keins
7394|Unversöhnliches|das Unversöhnliche
7395|Nonexistenz|die Nonexistenz
7415|Zerfragen|zerfragen
7428|Jo|jo
7452|Sockosophie|die Sockosophie
7453|Sockismus|der Sockismus
7454|sockifizieren|sockifizieren
7457|Oki-digidigi-doke|oki-digidigi-doke
7466|Isaac|Isaac
7468|Goethe|Goethe
7473|würdet|würden
7484|Stühln|die Stühle
7490|Vögel|die Vögel
7501|okidoke|okidoke
7506|hipsterdissend|hipsterdissen
7509|Hipsterdissen|das Hipsterdissen
7512|unhip|unhip
7529|Nadelbrett|das Nadelbrett
7551|hüüü|hüüü
7552|meins|meins
7553|deins|deins
7554|keins|keins
7555|siebenhundert|siebenhundert
7558|Taj|taj
7560|jippie|jippie
7573|fly-y|fly-y
7582|Gardasee|der Gardasee
7583|Abruzze|die Abruzzen
7588|Kaiserlautern|das Kaiserslautern
7592|Betzenberg|der Betzenberg
7595|Tanja|Tanja
7597|Belangloses|das Belangloses
7602|holunder-Vinaigrett|die Holunder-Vinaigrette
7611|Nö|Nö
7612|Katja|Katja
7617|PowerPoint|das PowerPoint
7623|zuguterletzt|zuguterletzt
7625|Schönfuss|der Schönfuß
7627|Öh|Öh
7635|würdn|würden
7637|Kiffe|das Kiffen
7649|Titanic-Bau|der Titanic-Bau
7651|Sudden|Sudden
7652|würdeen|würden
7655|Mario|Mario
7658|Versöhnungssex|der Versöhnungssex
7680|Koksdröhnung|die Koksdröhnung
7681|Hormonstörung|die Hormonstörung
7684|Multiplayer-Mode|der Multiplayer-Modus
7687|Ohh|Ohh
7691|Cock-Schweißgeruch|der Cock-Schweißgeruch
7699|Einsatztrupp|der Einsatztrupp
7701|jizzn|jizzn
7702|wüsen|wüsen
7705|Schlüpfer-Pic|das Schlüpfer-Pic
7706|Appartmentschlüssel|der Apartmentschlüssel
7709|Schamhaarbüschel|das Schamhaarbüschel
7711|duen|duen
7717|sike|sike
7720|Lederkostüme|das Lederkostüm
7722|Ü-30ern|die Ü-30er
7727|untenrum|untenrum
7728|fickbar|fickbar
7734|Wu-Tang|Wu-Tang
7736|Moonwalk|der Moonwalk
7740|Troy|Troy
7754|Malle|Malle
7774|Mund-zu-Mund-Verarschung|die Mund-zu-Mund-Verarschung
7775|Möbiliar|das Möbiliar
7785|Doppel-KO|das Doppel-KO
7812|Meisten|die Meiste
7818|Realitäteretä|Realitäteretä
7823|jeh|jeh
7825|Psychopharmaka|die Psychopharmaka
7834|Nja|Nja
7835|nja|nja
7836|ba|ba
7839|amoklaufen|amoklaufen
7842|bababa|bababa
7845|FREAK|FREAK
7850|JAAA|JAAA
7871|Vogelscheiße|die Vogelscheiße
7876|Toskana|die Toskana
7878|Miroslav|Miroslav
7887|Ronny|Ronny
7891|Iso-Drink|der Iso-Drink
7895|Gummi-Twist|der Gummi-Twist
7896|Geilste|die Geilste
7898|ficksen|ficksen
7901|Gaumenglut|die Gaumenglut
7903|Brüsseler|der Brüsseler
7906|One|One
7907|two|two
7908|three|three
7912|Resi|Resi
7916|Reparierer|der Reparierer
7920|Thorben|Thorben
7937|Klick-Laminat|das Klick-Laminat
7944|Liebesgelaber|das Liebesgelaber
7957|Menno|Menno
7959|vierter|vierter
7961|A3|A3
7965|Rosie|Rosie
7982|ma|ma
7995|Fata|die Fata
7996|Morgana|die Morgana
7998|Gekautes|das Gekautes
7999|Verdautes|das Verdautes
8010|Aiaiaiai|Aiaiaiai
8011|aiaiaiai|aiaiaiai
8017|Kurt|Kurt
8018|Cobain|Cobain
8031|Macce|Macce
8037|totschick|totschick
8050|Cannabinoid|das Cannabinoid
8056|Teenie-Blog|der Teenie-Blog
8071|yüah|yüah
8075|Lizzard|Lizzard
8076|Lazy|lazy
8081|Drive-in|der Drive-in
8082|Lizzard-Gang-Übеrfall|der Lizzard-Gang-Übеrfall
8084|Group|die Group
8086|Blue|Blue
8087|BMG|BMG
8088|bloomen|bloomen
8090|farbenlos|farbenlos
8093|Roof|das Roof
8095|Balenciaga-Shirt|das Balenciaga-Shirt
8096|Bottega-Veneta-Schuh|der Bottega-Veneta-Schuh
8097|Terrorcrew|die Terrorcrew
8100|Vorstandsposition|die Vorstandsposition
8101|Drive-by|das Drive-by
8102|Bonzen-Avenue|die Bonzen-Avenue
8104|Brennnesselsame|der Brennnesselsame
8105|Abgleis|das Abgleis
8106|Gebäudeschatten|der Gebäudeschatten
8117|80er|die Achtziger
8119|air|air
8120|Aviator|der Aviator
8134|NASA|NASA
8140|pfiuu|pfiuu
8145|dieselschluckend|dieselschluckend
8148|ext|ext
8158|Leasing-Vertag|der Leasing-Vertrag
8159|Großer|der Große
8171|Körperkontur|die Körperkontur
8178|by|by
8180|Chabo|der Chabo
8182|Canos|Canos
8184|Beuys|Beuys
8191|vida|vida
8192|loca|loca
8194|Weiber|die Weiber
8199|Reichwerden|reichwerden
8200|Yüah|Yüah
8205|Pokemonkarten|die Pokemonkarten
8210|Excel-Liste|die Excel-Liste
8212|25|fünfundzwanzig
8223|Paparazzi|der Paparazzi
8228|Yassin|Yassin
8229|gottesgleich|gottesgleich
8231|Servus|Servus
8235|Clubtoilettendeckel|der Clubtoilettendeckel
8237|Sektentreffen|das Sektentreffen
8239|Porzellanaltar|der Porzellanaltar
8240|Partygott|der Partygott
8244|Geweihte|der Geweihte
8247|drop|drop
8249|Partykirche|die Partykirche
8252|Audio88|Audio88
8257|Noahs|Noahs
8269|Bull|Bull
8273|every|every
8275|Oh-oh-oh|Oh-oh-oh
8276|oh-oh-oh-oh|oh-oh-oh-oh
8279|dieHundegeht|die Hunde geht
8280|Siesagen|sie sagen
8282|dassind|das sind
8284|Och|Och
8285|Schatzi|Schatzi
8287|ugly|ugly
8292|Interlude|das Interlude
8296|Louis-V-Tasche|die Louis-V-Tasche
8299|Sozialer|der Soziale
8301|Kraftklub|Kraftklub
8302|Wars|Wars
8305|Harry|Harry
8306|Potter|Potter
8311|Cruciatusfluch|der Cruciatusfluch
8330|Steinbach|Steinbach
8331|Julian|Julian
8332|Reichelt|Reichelt
8334|Drastische|das Drastische
8337|Uncle|Uncle
8338|Sam|Sam
8349|Guantanamo|Guantanamo
8352|Schärfste|die Schärfste
8362|Guter|der Gute
8364|schelgan|schelgen
8366|Bay|Bay
8371|Friedensdynamik|die Friedensdynamik
8372|Amnesty|Amnesty
8394|Uro-|Uro-
8395|Kardio-|Kardio-
8396|Proktologe|der Proktologe
8397|Straf|die Straf
8403|whoa|whoa
8409|Bastelbogen|der Bastelbogen
8412|Stuhlkreis|der Stuhlkreis
8427|Post-Chorus|der Post-Chorus
