lemma|genuses
-algie|['f']
-ant|['m' 'n']
-anz|['f']
-chen|['n']
-elchen|['n']
-enz|['f']
-er|['m']
-erchen|['n']
-ette|['f']
-heit|['f']
-ier|['m']
-in|['f']
-ismus|['m']
-keit|['f']
-kunde|['f']
-le|['n']
-lein|['n']
-ling|['m']
-loge|['m']
-logie|['f']
-manie|['f']
-mantie|['f']
-meter|['n' 'm']
-phagie|['f']
-philie|['f']
-phobie|['f']
-sal|['n' 'f']
-schaft|['f']
-schrecke|['f']
-skopie|['f']
-stan|[]
-tum|['n' 'm']
-ung|['f']
-urie|['f']
0,2-Liter-Flasche|['f']
0,33-Liter-Flasche|['f']
0,5-Liter-Flasche|['f']
0,7-Liter-Flasche|['f']
0,75-Liter-Flasche|['f']
1,2,3-Propentricarbonsäure|['f']
1,2-Benzoldicarbonsäure|['f']
1,2-Butadien|['n']
1,2-Butandiol|['n']
1,2-Dihydroxypropan|['n']
1,2-Propandiol|['n']
1,2-Propylenglycol|['n']
1,3-Butadien|['n']
1,3-Propandiol|['n']
1,4-Benzoldicarbonsäure|['f']
1,4-Butandiol|['n']
1,5-Grad-Ziel|['n']
1,6-Liter-Benziner|['m']
1-Benzolethansäure|['f']
1-Butanol|['n']
1-Cent-Münze|['f']
1-Cent-Stück|['n']
1-Dodecanol|['n']
1-Euro-Job|['m']
1-Euro-Jobber|['m']
1-Euro-Münze|['f']
1-Euro-Stück|['n']
1-Hepten|['n']
1-Hexanol|['n']
1-Meter-Brett|['n']
1-Pentanol|['n']
1-Propanol|['n']
1-Raum-Wohnung|['f']
1-Zimmer-Wohnung|['f']
1-m-Brett|['n']
1. Johannesbrief|['m']
1. Korintherbrief|['m']
1. Petrusbrief|['m']
1. Thessalonicherbrief|['m']
1. Timotheusbrief|['m']
1. Weltkrieg|['m']
10-Cent-Münze|['f']
10-Cent-Stück|['n']
10-Euro-Schein|['m']
10-Franken-Note|['f']
10-Franken-Schein|['m']
10-Mark-Schein|['m']
10-Meter-Brett|['n']
10-Pfennig-Stück|['n']
10-Uhr-Vorstellung|['f']
10-Uhr-Zug|['m']
10-m-Brett|['n']
100-Euro-Schein|['m']
100-Franken-Note|['f']
100-Franken-Schein|['m']
100-Mark-Schein|['m']
100-Meter-Hürdenlauf|['m']
100-Meter-Lauf|['m']
100-Watt-Glühbirne|['f']
100-m-Hürdenlauf|['m']
100-m-Lauf|['m']
1000-Franken-Note|['f']
1000-Franken-Schein|['m']
1000-Mark-Schein|['m']
1000-Watt-Birne|['f']
102-Jährige|['f']
102-Jähriger|['m']
11. September|['m']
110-Meter-Hürdenlauf|['m']
110-m-Hürdenlauf|['m']
180-Grad-Drehung|['f']
1G-Regel|['f']
2,3,4,5,6-Pentahydroxyhexansäure|['f']
2,3-Dihydroxybernsteinsäure|['f']
2,3-Dihydroxybutandisäure|['f']
2,4,6-Trihydroxypyrimidin|['n']
2,4,6-Trinitrophenol|['n']
2,5G-Regel|['f']
2,6,8-Trihydroxypurin|['n']
2-Acetoxybenzoesäure|['f']
2-Amino-3-methylbutansäure|['f']
2-Aminobutandisäure|['f']
2-Aminoisovaleriansäure|['f']
2-Butanol|['n']
2-Butanon|['n']
2-Butin|['n']
2-Cent-Münze|['f']
2-Cent-Stück|['n']
2-Euro-Münze|['f']
2-Euro-Stück|['n']
2-Hexanol|['n']
2-Hydroxybenzoesäure|['f']
2-Hydroxypropansäure|['f']
2-Mark-Schein|['m']
2-Meter-Mann|['m']
2-Methyl-1-propanol|['n']
2-Methyl-2-propanol|['n']
2-Oxopropansäure|['f']
2-Propanol|['n']
2-Propen-1-ol|['n']
2-Propenal|['n']
2-Propenol|['n']
2-Zimmer-Wohnung|['f']
2. Johannesbrief|['m']
2. Korintherbrief|['m']
2. Petrusbrief|['m']
2. Thessalonicherbrief|['m']
2. Timotheusbrief|['m']
2. Weltkrieg|['m']
20-Cent-Münze|['f']
20-Cent-Stück|['n']
20-DM-Schein|['m']
20-Euro-Schein|['m']
20-Franken-Note|['f']
20-Franken-Schein|['m']
20-Mark-Schein|['m']
200-Euro-Schein|['m']
200-Franken-Note|['f']
200-Franken-Schein|['m']
200-Mark-Schein|['m']
24-Stunden-Rennen|['n']
24-Stunden-Supermarkt|['m']
24-Stunden-Tankstelle|['f']
2G-Regel|['f']
3,4,5-Trihydroxybenzoesäure|['f']
3-D-Drucker|['m']
3-Hexanol|['n']
3-Meter-Brett|['n']
3-Phenylacrylsäure|['f']
3-Uhr-Vorstellung|['f']
3-Uhr-Zug|['m']
3-Zimmer-Wohnung|['f']
3-m-Brett|['n']
3. Johannesbrief|['m']
30-jähriger Krieg|['m']
30er|[]
3D-Gestaltung|['f']
3G-Regel|['f']
4-Amino-1-benzolsulfonsäure|['f']
4-Aminobutansäure|['f']
4-Hydroxybutansäure|['f']
4-Zimmer-Wohnung|['f']
40-Stunden-Woche|['f']
400-Euro-Job|['m']
400-Euro-Jobber|['m']
40er|['m']
450-Euro-Job|['m']
46-Jähriger|['m']
5-Cent-Münze|['f']
5-Cent-Stück|['n']
5-Dollar-Schein|['m']
5-Euro-Schein|['m']
5-Mark-Schein|['m']
5-Meter-Raum|['m']
5-Minuten-Takt|['m']
5-Uhr-Vorstellung|['f']
5-Uhr-Zug|['m']
5-Zimmer-Wohnung|['f']
50-Cent-Münze|['f']
50-Cent-Stück|['n']
50-Euro-Schein|['m']
50-Franken-Note|['f']
50-Franken-Schein|['m']
50-Mark-Schein|['m']
50-Yard-Linie|['f']
500-Euro-Schein|['m']
500-Mark-Schein|['m']
5000-Meter-Lauf|['m']
5000-m-Lauf|['m']
50er|['m']
59-Jähriger|['m']
5G-Auktion|['f']
6-Uhr-Vorstellung|['f']
6-Uhr-Zug|['m']
6-Zimmer-Wohnung|['f']
60-Jähriger|[]
60-Sekunden-Takt|['m']
7-Tage-Inzidenz|['f']
7-Tage-R|['n']
7-Uhr-Vorstellung|['f']
7-Uhr-Zug|['m']
7-Zimmer-Wohnung|['f']
8-Stunden-Tag|['m']
8-Tonner|['m']
8-Uhr-Vorstellung|['f']
8-Uhr-Zug|['m']
9-mm-Pistole|['f']
90-Minüter|['m']
95 Thesen|[]
A|['n']
A-Achse|['f']
A-Auswahl|['f']
A-Bombe|['f']
A-Dur|['n']
A-Dur-Tonleiter|['f']
A-Jugend|['f']
A-Jugendliche|['f']
A-Kader|['m']
A-Klarinette|['f']
A-Mannschaft|['f']
A-Nationalmannschaft|['f']
A-Probe|['f']
A-Saite|['f']
A-Säule|['f']
A-Ware|['f']
A-a|['n']
A-cappella-Chor|['m']
AB|['m']
ABC|['n']
ABC-Abwehr|['f']
ABC-Abwehrtruppe|['f']
ABC-Alarm|['m']
ABC-Buch|['n']
ABC-Gefahr|['f']
ABC-Inseln|['f']
ABC-Kampfmittel|[]
ABC-Schutzmaske|['f']
ABC-Schüler|['m']
ABC-Schütze|['m']
ABC-Staaten|[]
ABC-Tafel|['f']
ABC-Trinker|['m']
ABC-Waffe|['f']
ABC-Waffen|[]
ABGB|['n']
ABM-Kraft|['f']
ABM-Maßnahme|['f']
ABS|['n']
ACD|[]
ACE-Hemmer|['m']
AD|[]
ADAC|['m']
ADHS-Kind|['n']
ADN|['m']
ADSL|['n']
ADV|['f']
ADV-Vertrag|['m']
AFC|['f']
AG|['f' 'n' 'm']
AGES|['f']
AHA-Formel|['f']
AHS|['f']
AIDS-Krise|['f']
AIDS-Toter|['m']
AIZ|['f']
AKH|['n']
AKW|['n']
ALARA|['n']
ALARP|['n']
ALG-II-Leistungsbescheid|['m']
AMOC|['f']
ANC|['m']
AOK|['f']
APO|['f']
ARBÖ|['m']
ARD|['f']
ARP|['n']
ASCII|['m']
ASCII-Code|['m']
ASEAN|['f']
ASL-Zeichen|['n']
ASU|['f']
ASVG|['n']
AStA|['m']
AU-Plakette|['f']
AVB|[]
AWG|['n' 'f']
Aa|['f' 'n']
Aa-Lava|['f']
Aab|[]
Aabenraa|[]
Aach|['f']
Aachen|[]
Aachener|['m']
Aachener Aphasie-Test|['m']
Aachenerin|['f']
Aad|['f']
Aak|['n']
Aake|['f']
Aaken|[]
Aakerbeere|['f']
Aal|['m']
Aalbaum|['m']
Aalbeere|['f']
Aalbeerstrauch|['m']
Aalbestand|['m']
Aalborg|[]
Aalbricke|['f']
Aalburg|[]
Aalbutt|['m']
Aalderk|[]
Aaldorsch|['m']
Aaleidechse|['f']
Aaleisen|['n']
Aalen|['n']
Aalener|['m']
Aalenerin|['f']
Aalenium|['n']
Aalfang|['m']
Aalfett|['n']
Aalfisch|['m']
Aalfischer|['m']
Aalfischerei|['f']
Aalfischerin|['f']
Aalfrau|['f']
Aalgabel|['f']
Aalhamen|['m']
Aalhaut|['f']
Aalkasten|['m']
Aalkorb|['m']
Aalkrähe|['f']
Aall|[]
Aalleiter|['f']
Aalmolch|['m']
Aalmutter|['f']
Aalmöwe|['f']
Aalnetz|['n']
Aalpuppe|['f']
Aalquappe|['f']
Aalraupe|['f']
Aalreuse|['f']
Aalrute|['f']
Aalrutte|['f']
Aalräucherei|['f']
Aalschlange|['f']
Aalschnur|['f']
Aalsmeer|[]
Aalspeer|['m']
Aalst|[]
Aalstechen|['n']
Aalstreif|['m']
Aalstreifen|['m']
Aalstrich|['m']
Aalsuppe|['f']
Aaltierchen|['n']
Aaltreppe|['f']
Aalwanderung|['f']
Aalwehr|['n']
Aalwels|['m']
Aaners|[]
Aap|['m']
Aar|['m' 'f']
Aarau|[]
Aare|['f']
Aarestadt|['f']
Aargau|['m']
Aargauer|['m']
Aargauerin|['f']
Aarhus|[]
Aari|[]
Aaron|[]
Aarskog-Syndrom|['n']
Aarweihe|['f' 'm']
Aas|['n']
Aasbande|['f']
Aasblatter|['f']
Aasblume|['f']
Aase-Syndrom|['n']
Aasee|['m']
Aaser|['m']
Aasfliege|['f']
Aasfraß|['m']
Aasfresser|['m']
Aasgeier|['m']
Aasgeld|['n']
Aasgeruch|['m']
Aasgestank|['m']
Aasinsekt|['n']
Aasjagd|['f']
Aasjäger|['m']
Aasjägerei|['f']
Aaskrähe|['f']
Aaskäfer|['m']
Aaspocke|['f']
Aasseite|['f']
Aast|['n']
Aasvogel|['m']
Ab-esse-ad-posse-Prinzip|['n']
Aba|['f' 'm']
Abaca|['m']
Abachi|['n']
Abachum|[]
Abadan|[]
Abaddon|['m']
Abade|['m']
Abadie-Zeichen|['n']
Abagta|[]
Abagtha|[]
Abaisse|['f']
Abaka|['m']
Abakaliki|[]
Abakan|['m']
Abakus|['m']
Abalienation|['f']
Abalone|['f' 'n']
Abandon|['m']
Abandonnement|['n']
Abarbeitung|['f']
Abarbeitungsgeschwindigkeit|['f']
Abart|['f']
Abartigkeit|['f']
Abartung|['f']
Abasa|[]
Abashiri|[]
Abasi|[]
Abasie|['f']
Abasinisch|[]
Abate|['m' 'f']
Abatis|['m' 'n']
Abatjour|['m']
Abaton|['n']
Abaya|['f']
Abba|[]
Abbadon|['m']
Abbaggerung|['f']
Abbas|[]
Abbaside|['m']
Abbate|['m']
Abbau|['m']
Abbauantrag|['m']
Abbauarbeit|['f']
Abbaubarkeit|['f']
Abbaubereich|['m']
Abbaubetrieb|['m']
Abbauerscheinung|['f']
Abbaufeld|['n']
Abbaufläche|['f']
Abbauförderung|['f']
Abbaugebiet|['n']
Abbaugerechtigkeit|['f']
Abbaugerät|['n']
Abbauhammer|['m']
Abbauintoxikation|['f']
Abbaukrankheit|['f']
Abbauland|['n']
Abbaumaßnahme|['f']
Abbaumenge|['f']
Abbaumethode|['f']
Abbauort|['n' 'm']
Abbaupfeiler|['m']
Abbauplan|['m']
Abbauprodukt|['n']
Abbauprozess|['m']
Abbaurecht|['n']
Abbausohle|['f']
Abbaustelle|['f']
Abbaustoß|['m']
Abbaustrecke|['f']
Abbaustätte|['f']
Abbausystem|['n']
Abbauverfahren|['n']
Abbauverlust|['m']
Abbauvermögen|['n']
Abbauvorgang|['m']
Abbauwürdigkeit|['f']
Abbauzeit|['f']
Abbe|[]
Abbedingung|['f']
Abbeizer|['m']
Abbeizmittel|['n']
Abbelkrotze|[]
Abbenhaus|[]
Abbenseth|[]
Abberstung|['f']
Abberufung|['f']
Abberufungsantrag|['m']
Abbestellung|['f']
Abbeville|[]
Abbevillien|['n']
Abbezahlung|['f']
Abbiegeassistent|['m']
Abbiegeassistenzsystem|['n']
Abbiegefahrbahn|['f']
Abbiegefahrstreifen|['m']
Abbiegefehler|['m']
Abbiegegebot|['n']
Abbiegehilfe|['f']
Abbiegehinweis|['m']
Abbiegelicht|['n']
Abbiegemanöver|['n']
Abbiegemöglichkeit|['f']
Abbiegen|['n']
Abbiegepfeil|['m']
Abbieger|['m']
Abbiegerin|['f']
Abbiegesituation|['f']
Abbiegespur|['f']
Abbiegestreifen|['m']
Abbiegeunfall|['m']
Abbiegeverbot|['n']
Abbiegeverhalten|['n']
Abbiegeverkehr|['m']
Abbiegevorgang|['m']
Abbiegung|['f']
Abbild|['n']
Abbildbarkeit|['f']
Abbilden|['n']
Abbildhaftigkeit|['f']
Abbildlichkeit|['f']
Abbildtheorie|['f']
Abbildung|['f']
Abbildungsfehler|['m']
Abbildungsfreiheit|['f']
Abbildungsleistung|['f']
Abbildungsmaßstab|['m']
Abbildungsnachweis|['m']
Abbildungsqualität|['f']
Abbildungsteil|['m']
Abbildungsverzeichnis|['n']
Abbildungsvorschrift|['f']
Abbindung|['f']
Abbink|[]
Abbiss|['m']
Abbitte|['f']
Abblasedruck|['m']
Abblasehahn|['m']
Abblaserohr|['n']
Abblaseventil|['n']
Abblasung|['f']
Abblasventil|['n']
Abblendautomatik|['f']
Abblende|['f']
Abblendlicht|['n']
Abblendschalter|['m']
Abblendung|['f']
Abblätterung|['f']
Abbo|[]
Abbottabad|[]
Abbozzo|['m']
Abbrand|['m']
Abbrandler|['m']
Abbrecher|['m']
Abbrecherin|['f']
Abbrecherquote|['f']
Abbremsung|['f']
Abbrennen|['n']
Abbreviation|['f']
Abbreviator|['m']
Abbreviatur|['f']
Abbreviatursprache|['f']
Abbringung|['f']
Abbruch|['m']
Abbruchantrag|['m']
Abbrucharbeit|['f']
Abbrucharbeiter|['m']
Abbrucharbeiterin|['f']
Abbruchbagger|['m']
Abbruchbedingung|['f']
Abbruchbescheid|['m']
Abbruchbirne|['f']
Abbruchblutung|['f']
Abbruchfirma|['f']
Abbruchgenehmigung|['f']
Abbruchhammer|['m']
Abbruchhaus|['n']
Abbruchholz|['n']
Abbruchjäger|['m']
Abbruchkante|['f']
Abbruchkosten|[]
Abbruchmaterial|['n']
Abbruchmethode|['f']
Abbruchobjekt|['n']
Abbruchquote|['f']
Abbruchreaktion|['f']
Abbruchsgenehmigung|['f']
Abbruchsieg|['m']
Abbruchsieger|['m']
Abbruchsiegerin|['f']
Abbruchstein|['m']
Abbruchstelle|['f']
Abbruchstimmung|['f']
Abbruchunternehmen|['n']
Abbruchunternehmer|['m']
Abbrändler|['m']
Abbröckelung|['f']
Abbröcklung|['f']
Abbt|[]
Abbuchung|['f']
Abbuchungsauftrag|['m']
Abbund|['m']
Abbé|['m']
Abböschung|['f']
Abbügler|['m']
Abbüßung|['f']
Abc|['n']
Abc-Buch|['n']
Abc-Code|['m']
Abc-Kode|['m']
Abc-Schüler|['m']
Abc-Schütze|['m']
Abc-Schützin|['f']
Abcdarier|['m']
Abcdarium|['n']
Abcdarius|['m']
Abchase|['m']
Abchasien|[]
Abchasier|['m']
Abchasin|['f']
Abchasisch|[]
Abciximab|['n']
Abda|[]
Abdach|['n']
Abdachung|['f']
Abdampf|['m']
Abdampfapparat|['m']
Abdampfaustritt|['m']
Abdampfen|['n']
Abdampfentöler|['m']
Abdampfheizung|['f']
Abdampfkessel|['m']
Abdampfleitung|['f']
Abdampfrohr|['n']
Abdampfrückstand|['m']
Abdampfschale|['f']
Abdampfturbine|['f']
Abdampfung|['f']
Abdampfverwertung|['f']
Abdampfvorwärmer|['m']
Abdampfwärme|['f']
Abdankung|['f']
Abdankungsfeier|['f']
Abdankungsgottesdienst|['m']
Abdankungshalle|['f']
Abdankungsurkunde|['f']
Abdarbung|['f']
Abdasseler|['m']
Abdasselung|['f']
Abdassler|['m']
Abdasslung|['f']
Abdeck-Aufdecktest|['m']
Abdeckband|['n']
Abdeckblech|['n']
Abdeckcreme|['f']
Abdecker|['m']
Abdeckerei|['f']
Abdeckerin|['f']
Abdeckfarbe|['f']
Abdeckfolie|['f']
Abdeckmaterial|['n']
Abdeckmittel|['n']
Abdeckplane|['f']
Abdeckplatte|['f']
Abdeckstift|['m']
Abdecktest|['m']
Abdeckung|['f']
Abdeckvlies|['n']
Abdeel|[]
Abderhalden|[]
Abderit|['m']
Abdestillation|['f']
Abdi|[]
Abdichtung|['f']
Abdichtungsarbeit|['f']
Abdichtungsmaterial|['n']
Abdikation|['f']
Abdingbarkeit|['f']
Abdisposition|['f']
Abditorium|['n']
Abdiël|[]
Abdomen|['n']
Abdominalgravidität|['f']
Abdominalhernie|['f']
Abdominalschwangerschaft|['f']
Abdominoskopie|['f']
Abdon|[]
Abdrehen|['n']
Abdrift|['f']
Abdrosselung|['f']
Abdrosslung|['f']
Abdruck|['m']
Abdruckgenehmigung|['f']
Abdrusch|['m']
Abdrängung|['f']
Abdschad|['n']
Abducens|['m']
Abduktion|['f']
Abduktor|['m']
Abdunkelung|['f']
Abdunklung|['f']
Abduzens|['m']
Abduzenslähmung|['f']
Abdämmung|['f']
Abdämpfung|['f']
Abece|['n']
Abecebuch|['n']
Abecedarier|['m']
Abecedarium|['n']
Abecedarius|['m']
Abednego|[]
Abee|['m' 'n']
Abel|[]
Abele|[]
Abelein|[]
Abelespiele|[]
Abelia|[]
Abelie|['f']
Abelmoschus|['m']
Abenaki|['m' 'n']
Abenberg|[]
Abend|['m']
Abend-Make-up|['n']
Abendakademie|['f']
Abendandacht|['f']
Abendanfrage|['f']
Abendanzug|['m']
Abendappell|['m']
Abendarbeit|['f']
Abendaufführung|['f']
Abendauktion|['f']
Abendausgabe|['f']
Abendbalz|['f']
Abendbeleuchtung|['f']
Abendblatt|['n']
Abendbrise|['f']
Abendbrot|['n']
Abendbrotbesteck|['n']
Abendbrotszeit|['f']
Abendbrottisch|['m']
Abendbrotzeit|['f']
Abendbummel|['m']
Abendbus|['m']
Abenddienst|['m']
Abenddunkel|['n']
Abenddämmer|['m']
Abenddämmern|['n']
Abenddämmerung|['f']
Abendeinkauf|['m']
Abendeinladung|['f']
Abendeinnahme|['f']
Abendempfang|['m']
Abendessen|['n']
Abendessenszeit|['f']
Abendfachschule|['f']
Abendfahrt|['f']
Abendfalter|['m']
Abendfilm|['m']
Abendforum|['n']
Abendfriede|['m']
Abendfrieden|['m']
Abendfrisur|['f']
Abendfüller|['m']
Abendgage|['f']
Abendgang|['m']
Abendgarderobe|['f']
Abendgazette|['f']
Abendgebet|['n']
Abendgeläut|['n']
Abendgeläute|['n']
Abendgeselligkeit|['f']
Abendgesellschaft|['f']
Abendgespräch|['n']
Abendgestaltung|['f']
Abendglanz|['m']
Abendglocke|['f']
Abendglut|['f']
Abendgold|['n']
Abendgottesdienst|['m']
Abendgruß|['m']
Abendgymnasium|['n']
Abendhauch|['m']
Abendhauptschule|['f']
Abendherr|['m']
Abendhimmel|['m']
Abendhitze|['f']
Abendhochschule|['f']
Abendimbiss|['m']
Abendjournal|['n']
Abendkarte|['f']
Abendkasse|['f']
Abendkleid|['n']
Abendkleidung|['f']
Abendkonzert|['n']
Abendkost|['f']
Abendkurs|['m']
Abendkursus|['m']
Abendkühle|['f']
Abendland|['n']
Abendlandschaft|['f']
Abendlauf|['m']
Abendlehrgang|['m']
Abendlektüre|['f']
Abendlicht|['n']
Abendlied|['n']
Abendluft|['f']
Abendländer|['m']
Abendländerin|['f']
Abendläuten|['n']
Abendlüftchen|['n']
Abendmagazin|['n']
Abendmahl|['n']
Abendmahlfeier|['f']
Abendmahlgast|['m']
Abendmahlgemeinschaft|['f']
Abendmahlgerät|['n']
Abendmahlgottesdienst|['m']
Abendmahlkelch|['m']
Abendmahlsbrot|['n']
Abendmahlsfeier|['f']
Abendmahlsgemeinschaft|['f']
Abendmahlslied|['n']
Abendmahlsspiel|['n']
Abendmahlsstreit|['m']
Abendmahlstisch|['m']
Abendmahlswein|['m']
Abendmahlwein|['m']
Abendmahlzeit|['f']
Abendmantel|['m']
Abendmarkt|['m']
Abendmaschine|['f']
Abendmeeting|['n']
Abendmeldung|['f']
Abendmelodie|['f']
Abendmenü|['n']
Abendmesse|['f']
Abendmode|['f']
Abendmusik|['f']
Abendnachricht|['f']
Abendnachrichten|[]
Abendnebel|['m']
Abendoberschule|['f']
Abendpause|['f']
Abendpfauenauge|['n']
Abendpfeife|['f']
Abendpost|['f']
Abendpresse|['f']
Abendprobe|['f']
Abendprogramm|['n']
Abendpunkt|['m']
Abendrealschule|['f']
Abendrobe|['f']
Abendrot|['n']
Abendroutine|['f']
Abendruhe|['f']
Abendrunde|['f']
Abendrundgang|['m']
Abendröte|['f']
Abendschau|['f']
Abendschein|['m']
Abendschicht|['f']
Abendschimmer|['m']
Abendschnellzug|['m']
Abendschoppen|['m']
Abendschuh|['m']
Abendschule|['f']
Abendschüler|['m']
Abendschülerin|['f']
Abendsegen|['m']
Abendsegler|['m']
Abendseite|['f']
Abendseminar|['n']
Abendsendung|['f']
Abendshow|['f']
Abendsitzung|['f']
Abendsonne|['f']
Abendsonnenschein|['m']
Abendspaziergang|['m']
Abendspiel|['n']
Abendspielplan|['m']
Abendspitze|['f']
Abendsport|['m']
Abendsportfest|['n']
Abendsprechstunde|['f']
Abendstern|['m']
Abendstille|['f']
Abendstimmung|['f']
Abendstudio|['n']
Abendstudium|['n']
Abendstunde|['f']
Abendstück|['n']
Abendsuppe|['f']
Abendtafel|['f']
Abendtarif|['m']
Abendtasche|['f']
Abendtemperatur|['f']
Abendtermin|['m']
Abendthema|['n']
Abendthermik|['f']
Abendtisch|['m']
Abendtoilette|['f']
Abendtrunk|['m']
Abendtäschchen|['n']
Abendumhang|['m']
Abenduniversität|['f']
Abendunterhaltung|['f']
Abendunterricht|['m']
Abendveranstaltung|['f']
Abendvergnügen|['n']
Abendverkauf|['m']
Abendverkehr|['m']
Abendvisite|['f']
Abendvorlesung|['f']
Abendvorstellung|['f']
Abendvortrag|['m']
Abendwanderung|['f']
Abendweite|['f']
Abendwind|['m']
Abendwolke|['f']
Abendzeit|['f']
Abendzeitung|['f']
Abendzirkel|['m']
Abendzug|['m']
Abendzusammenfassung|['f']
Abendöffnung|['f']
Abenomics|['f']
Abens|['f']
Abensberg|[]
Abenteuer|['n']
Abenteuerbecken|['n']
Abenteuerbedürfnis|['n']
Abenteuerbericht|['m']
Abenteuerbuch|['n']
Abenteuerdrang|['m']
Abenteuerdurst|['m']
Abenteuerer|['m']
Abenteuererzählung|['f']
Abenteuerfahrt|['f']
Abenteuerfilm|['m']
Abenteuergeist|['m']
Abenteuergelüst|['n']
Abenteuergelüste|['n']
Abenteuergeschichte|['f']
Abenteuerheft|['n']
Abenteuerhunger|['m']
Abenteuerin|['f']
Abenteuerkino|['n']
Abenteuerkomödie|['f']
Abenteuerland|['n']
Abenteuerleben|['n']
Abenteuerlichkeit|['f']
Abenteuerliteratur|['f']
Abenteuerlust|['f']
Abenteuernatur|['f']
Abenteuerpark|['m']
Abenteuerpolitik|['f']
Abenteuerreise|['f']
Abenteuerroman|['m']
Abenteuerromantik|['f']
Abenteuerserie|['f']
Abenteuerspiel|['n']
Abenteuerspielplatz|['m']
Abenteuerstory|['f']
Abenteuerstreifen|['m']
Abenteuersuche|['f']
Abenteuersucht|['f']
Abenteuertour|['f']
Abenteuertourismus|['m']
Abenteuertourist|['m']
Abenteuertrip|['m']
Abenteuertum|['n']
Abenteuerurlaub|['m']
Abenteurer|['m']
Abenteurerbuch|['n']
Abenteurerfahrt|['f']
Abenteurerfilm|['m']
Abenteurergeist|['m']
Abenteurergeschichte|['f']
Abenteurerin|['f']
Abenteurerleben|['n']
Abenteurerliteratur|['f']
Abenteurernatur|['f']
Abenteurerpolitik|['f']
Abenteurerroman|['m']
Abenteurerromantik|['f']
Abenteurertum|['n']
Abeokuta|[]
Aber|['n']
Aberacht|['f']
Aberchen|['n']
Aberdeen|[]
Aberdeenrind|['n']
Aberdepot|['n']
Abergeldie|[]
Aberglaube|['m']
Aberglauben|['m']
Aberhunderte|[]
Aberkennung|['f']
Aberle|[]
Aberlin|[]
Abermillionen|[]
Aberratio|['f']
Aberratio testis|['f']
Aberration|['f']
Aberrationskonstante|['f']
Aberrationszeit|['f']
Aberraute|['f']
Aberrometer|['n']
Abersinn|['m']
Aberwitz|['m']
Abessinien|['n']
Abessinier|['m']
Abessinierbrunnen|['m']
Abessinierin|['f']
Abessinierkatze|['f']
Abessiv|['m']
Abfackelung|['f']
Abfacklung|['f']
Abfahrauftraggeber|['m']
Abfahrer|['m']
Abfahrerin|['f']
Abfahrt|['f']
Abfahrtbefehl|['m']
Abfahrtgleis|['n']
Abfahrtsbefehl|['m']
Abfahrtsdatum|['n']
Abfahrtsgleis|['n']
Abfahrtshang|['m']
Abfahrtslauf|['m']
Abfahrtsläufer|['m']
Abfahrtsläuferin|['f']
Abfahrtsmöglichkeit|['f']
Abfahrtsort|['m']
Abfahrtspiste|['f']
Abfahrtsplan|['m']
Abfahrtsrampe|['f']
Abfahrtsrennen|['n']
Abfahrtsschi|['m']
Abfahrtssieg|['m']
Abfahrtssieger|['m']
Abfahrtssiegerin|['f']
Abfahrtssignal|['n']
Abfahrtsski|['m']
Abfahrtsstelle|['f']
Abfahrtsstrecke|['f']
Abfahrtstafel|['f']
Abfahrtstag|['m']
Abfahrtsteam|['n']
Abfahrtstechnik|['f']
Abfahrtstermin|['m']
Abfahrtstrainer|['m']
Abfahrtstrainerin|['f']
Abfahrtstraining|['n']
Abfahrtsweg|['m']
Abfahrtsweltcup|['m']
Abfahrtsweltmeister|['m']
Abfahrtsweltmeisterin|['f']
Abfahrtszeichen|['n']
Abfahrtszeit|['f']
Abfahrttermin|['m']
Abfahrtzeichen|['n']
Abfall|['m']
Abfallabgabe|['f']
Abfallablagerung|['f']
Abfallamt|['n']
Abfallanlage|['f']
Abfallart|['f']
Abfallaufbereitung|['f']
Abfallaufkommen|['n']
Abfallbeauftragter|['m']
Abfallbehandlung|['f']
Abfallbehandlungsanlage|['f']
Abfallbehälter|['m']
Abfallbehörde|['f']
Abfallberater|['m']
Abfallberaterin|['f']
Abfallberatung|['f']
Abfallbereich|['m' 'n']
Abfallberg|['m']
Abfallbeseitiger|['m']
Abfallbeseitigung|['f']
Abfallbeseitigungsanlage|['f']
Abfallbeseitigungsfirma|['f']
Abfallbeseitigungsgebühr|['f']
Abfallbeseitigungsgesellschaft|['f']
Abfallbeseitigungsgesetz|['n']
Abfallbeseitigungskonzept|['n']
Abfallbetrieb|['m']
Abfallbewirtschaftung|['f']
Abfallbilanz|['f']
Abfallbörse|['f']
Abfallcontainer|['m']
Abfalldeponie|['f']
Abfalldezernent|['m']
Abfalleimer|['m']
Abfallenergie|['f']
Abfallentsorger|['m']
Abfallentsorgung|['f']
Abfallentsorgungsanlage|['f']
Abfallentsorgungsplan|['m']
Abfallentsorgungssystem|['n']
Abfallentsorgungszentrum|['n']
Abfaller|['m']
Abfallerzeuger|['m']
Abfallerzeugnis|['n']
Abfallexperte|['m']
Abfallexpertin|['f']
Abfallexport|['m']
Abfallfibel|['f']
Abfallfirma|['f']
Abfallflut|['f']
Abfallfraktion|['f']
Abfallgebinde|['n']
Abfallgebühr|['f']
Abfallgefäß|['n']
Abfallgeruch|['m']
Abfallgeschäft|['n']
Abfallgesellschaft|['f']
Abfallgesetz|['n']
Abfallgesetzgebung|['f']
Abfallgrube|['f']
Abfallhaar|['n']
