lemma|genuses
Stopfer|['m']
Stopfgarn|['n']
Stopfpilz|['m']
Stopp|['m']
Stoppball|['m']
Stoppel|['f' 'm']
Stoppelacker|['m']
Stoppelbart|['m']
Stoppelfeld|['n']
Stoppelgeld|['n']
Stoppelhopser|['m']
Stoppelzieher|['m']
Stopper|['m']
Stopperin|['f']
Stoppschild|['n']
Stopptafel|['f']
Stoppuhr|['f']
Stoppwort|['n']
Stopselclub|['m']
Storch|['m']
Storchenbiss|['m']
Storchennest|['n']
Storchenparkplatz|['m']
Storchenvogel|['m']
Storchschnabelgewächs|['n']
Store|['m']
Storegga|[]
Storen|['m']
Storkow|[]
Stormarn|[]
Storno|['n' 'm']
Stornobekämpfer|['m']
Story|['f']
Storyboard|['n']
Stotinka|['f']
Stotterer|['m']
Stottererwitz|['m']
Stotterin|['f']
Stottern|['n']
Stoß|['m']
Stoßauto|['n']
Stoßbesen|['m']
Stoßdame|['f']
Stoßdämpfer|['m']
Stoßen|['n']
Stoßflug|['m']
Stoßfuge|['f']
Stoßgebet|['n']
Stoßionisation|['f']
Stoßlüften|['n']
Stoßlüftung|['f']
Stoßpudel|['f']
Stoßrichtung|['f']
Stoßseufzer|['m']
Stoßstange|['f']
Stoßton|['m']
Stoßtrupp|['m']
Stoßwaffe|['f']
Stoßwelle|['f']
Stoßwellentherapie|['f']
Stoßzahn|['m']
Stoßzeit|['f']
Stracchino|['m']
Stracciatella|['n' 'f']
Strache|[]
Stradivari|['f']
Stradivarius|['f']
Straelen|[]
Strafaktion|['f']
Strafandrohung|['f']
Strafanstalt|['f']
Strafantrag|['m']
Strafanzeige|['f']
Strafarbeit|['f']
Strafaufschub|['m']
Strafaussetzung|['f']
Strafbarkeit|['f']
Strafbefehl|['m']
Strafe|['f']
Strafecke|['f']
Strafejump|['m']
Straferlass|['m']
Strafermittlung|['f']
Strafexpedition|['f']
Straffreiheit|['f']
Strafgefangener|['m']
Strafgesetz|['n']
Strafgesetzbuch|['n']
Strafhaft|['f']
Strafhäftling|['m']
Strafkammer|['f']
Strafkolonie|['f']
Strafkompanie|['f']
Straflager|['n']
Straflosigkeit|['f']
Strafmandat|['n']
Strafmaß|['n']
Strafmaßnahme|['f']
Strafmilderung|['f']
Strafporto|['n']
Strafpredigt|['f']
Strafprozess|['m']
Strafraum|['m']
Strafraumszene|['f']
Strafrecht|['n']
Strafrechtler|['m']
Strafrechtlerin|['f']
Strafrechtsexperte|['m']
Strafrechtsexpertin|['f']
Strafrichter|['m']
Strafrichterin|['f']
Strafsache|['f']
Strafsatz|['m']
Strafschlag|['m']
Strafsenat|['m']
Strafstoß|['m']
Straftat|['f']
Straftatbestand|['m']
Straftäter|['m']
Straftäterin|['f']
Strafvereitelung|['f']
Strafverfolger|['m']
Strafverfolgerin|['f']
Strafverfolgung|['f']
Strafverfolgungsbehörde|['f']
Strafverteidiger|['m']
Strafverteidigerin|['f']
Strafvollzug|['m']
Strafvollzugsanstalt|['f']
Strafvorbehalt|['m']
Strafzahlung|['f']
Strafzettel|['m']
Strafzoll|['m']
Strafzumessung|['f']
Strahl|['m']
Strahlenbelastung|['f']
Strahlengewölbe|['n']
Strahlenphysik|['f']
Strahlenquelle|['f']
Strahlenschaden|['m']
Strahlenschutz|['m']
Strahlenschutzanzug|['m']
Strahlenschutzbereich|['m']
Strahlenschutzexperte|['m']
Strahlenschutzexpertin|['f']
Strahlenschutzzelle|['f']
Strahlentherapie|['f']
Strahlkraft|['f']
Strahllose Kamille|['f']
Strahllüftung|['f']
Strahlregler|['m']
Strahltriebwerk|['n']
Strahlung|['f']
Strahlungsdruck|['m']
Strahlungsquelle|['f']
Stralsund|[]
Stramin|['m']
Strammer Max|['m']
Strampelanzug|['n']
Strampler|['m']
Strand|['m']
Strandabschnitt|['m']
Strandbad|['n']
Strandbesucher|['m']
Strandbild|['n']
Strandcafé|['n']
Strandgebiet|['n']
Strandgerechtigkeit|['f']
Strandgut|['n']
Strandhafer|['m']
Strandhaus|['n']
Strandhotel|['n']
Strandkiefer|['f']
Strandkleid|['n']
Strandkorb|['m']
Strandmuschel|['f']
Strandnähe|['f']
Strandort|['m']
Strandpromenade|['f']
Strandresort|['n']
Strandschuh|['m']
Strandspaziergang|['m']
Strandtasche|['f']
Strandtuch|['n']
Strandurlaub|['m']
Strandverkäufer|['m']
Strandverkäuferin|['f']
Strang|['m']
Strangziehverfahren|['n']
Strankerl|['n']
Strapaze|['f']
Strapazierfähigkeit|['f']
Strapazierhose|['f']
Strappado|['n']
Straps|['m']
Strasburg|[]
Strass|['m']
Strassen|[]
Stratagema|['n']
Stratege|['m']
Strategem|['n']
Strategie|['f']
Strategiespiel|['n']
Strategiewechsel|['m']
Strategin|['f']
Stratifikation|['f']
Stratifizierung|['f']
Stratosphäre|['f']
Stratosphärensprung|['m']
Stratovulkan|['m']
Stratum|['n']
Straubing|[]
Straubinger|['m']
Strauch|['m']
Strauchdieb|['m']
Strauchen|['m' 'f']
Strauchrose|['f']
Strauken|['f' 'm']
Strausberg|[]
Strauß|['m']
Straußenei|['n']
Straußenfarm|['f']
Straußenfeder|['f']
Straußenfleisch|['n']
Straußenleder|['n']
Straußenwirtschaft|['f']
Straußwirtschaft|['f']
Strazza|['f']
Strazze|['f']
Straßburg|[]
Straße|['f']
Straße der Pariser Kommune|['f']
Straße von Dover|['f']
Straße von Gibraltar|['f']
Straße von Hormus|['f']
Straße-Schiene-Verkehr|['m']
Straßenabschnitt|['m']
Straßenanzug|['m']
Straßenarbeiter|['m']
Straßenarbeiterin|['f']
Straßenausbaubeitragsgesetz|['n']
Straßenbahn|['f']
Straßenbahndepot|['n']
Straßenbahner|['m']
Straßenbahnerin|['f']
Straßenbahnfahrer|['m']
Straßenbahnfahrerin|['f']
Straßenbahngarnitur|['f']
Straßenbahngleis|['n']
Straßenbahnhaltestelle|['f']
Straßenbahnlinie|['f']
Straßenbahnnetz|['n']
Straßenbahnpost|['f']
Straßenbahnschaffner|['m']
Straßenbahnschaffnerin|['f']
Straßenbahnschiene|['f']
Straßenbahnstation|['f']
Straßenbahnverkehr|['m']
Straßenbahnwagen|['m']
Straßenbau|['m']
Straßenbauarbeit|['f']
Straßenbauingenieur|['m']
Straßenbaum|['m']
Straßenbaustelle|['f']
Straßenbegleitgrün|['n']
Straßenbelag|['m']
Straßenbeleuchtung|['f']
Straßenbenutzungsgebühr|['f']
Straßenbeuge|['f']
Straßenbild|['n']
Straßenblockade|['f']
Straßenbrücke|['f']
Straßencafé|['n']
Straßendealer|['m']
Straßendesign|['n']
Straßendirne|['f']
Straßendorf|['n']
Straßendreck|['m']
Straßenecke|['f']
Straßenfahrzeug|['n']
Straßenfeger|['m']
Straßenfegerin|['f']
Straßenfest|['n']
Straßenfläche|['f']
Straßenfront|['f']
Straßengang|['f']
Straßengewirr|['n']
Straßengraben|['m']
Straßenhund|['m']
Straßenhändler|['m']
Straßenhändlerin|['f']
Straßenjunge|['m']
Straßenkampf|['m']
Straßenkarneval|['m']
Straßenkarte|['f']
Straßenkatze|['f']
Straßenkehrer|['m']
Straßenkehrerin|['f']
Straßenkehrmaschine|['f']
Straßenkind|['n']
Straßenkontrolle|['f']
Straßenkot|['m']
Straßenkreuz|['n']
Straßenkreuzer|['m']
Straßenkreuzung|['f']
Straßenkriminalität|['f']
Straßenkämpfer|['m']
Straßenköter|['m']
Straßenkünstler|['m']
Straßenkünstlerin|['f']
Straßenlampe|['f']
Straßenlaterne|['f']
Straßenlaub|['n']
Straßenlied|['n']
Straßenlärm|['m']
Straßenmarkierung|['f']
Straßenmarkt|['m']
Straßenmaut|['f']
Straßenmeisterei|['f']
Straßenmusik|['f']
Straßenmusikant|['m']
Straßenmusikantin|['f']
Straßenmusiker|['m']
Straßenmusikerin|['f']
Straßenmädchen|['n']
Straßenmädel|['n']
Straßenname|['m']
Straßennetz|['n']
Straßenpflaster|['n']
Straßenpflege|['f']
Straßenpost|['f']
Straßenpreis|['m']
Straßenprostitution|['f']
Straßenrain|['m']
Straßenrand|['m']
Straßenreiniger|['m']
Straßenreinigung|['f']
Straßenrennsport|['m']
Straßenrondell|['n']
Straßenräuber|['m']
Straßenräuberin|['f']
Straßensanierung|['f']
Straßenschild|['n']
Straßenschlacht|['f']
Straßenschlucht|['f']
Straßenschuh|['m']
Straßenschulter|['f']
Straßenseite|['f']
Straßensperre|['f']
Straßensperrung|['f']
Straßenspiel|['n']
Straßenstrich|['m']
Straßenstück|['n']
Straßensänger|['m']
Straßensängerin|['f']
Straßentaube|['f']
Straßentunnel|['m']
Straßenverbindung|['f']
Straßenverkehr|['m']
Straßenverkehrs-Zulassungs-Ordnung|['f']
Straßenverkehrsamt|['n']
Straßenverkehrsordnung|['f']
Straßenverkäufer|['m']
Straßenverkäuferin|['f']
Straßenverlauf|['m']
Straßenverzeichnis|['n']
Straßenwahlkampf|['m']
Straßenwischer|['m']
Straßenzeile|['f']
Straßenzug|['m']
Straßenzustand|['m']
Streamer|['m']
Streaming|['n']
Streamingdienst|['m']
Streb|['m']
Strebe|['f']
Streben|['n']
Streber|['m']
Streberin|['f']
Strebetendenz-Theorie|['f']
Strebsamkeit|['f']
Streckbank|['f']
Strecke|['f']
Streckenabschnitt|['m']
Streckenarbeiter|['m']
Streckenarbeiterin|['f']
Streckenblock|['m']
Streckengleis|['n']
Streckenklasse|['f']
Streckennetz|['n']
Streckenposten|['m']
Streckenradar|['m' 'n']
Streckenstrich|['m']
Streckensymmetrale|['f']
Strecker|['m']
Streckform|['f']
Streckmuskel|['m']
Strecksprung|['m']
Streckung|['f']
Streckverb|['n']
Streetart|['f']
Streetfishing|['n']
Streetfood|['n']
Strehla|[]
Streich|['m']
Streicheleinheit|['f']
Streichelzoo|['m']
Streicher|['m']
Streicherin|['f']
Streichfett|['n']
Streichholz|['n']
Streichholzbriefchen|['n']
Streichholzlänge|['f']
Streichholzschachtel|['f']
Streichinstrument|['n']
Streichkonzert|['n']
Streichkäse|['m']
Streichoktett|['n']
Streichorchester|['n']
Streichquartett|['n']
Streichriemen|['m']
Streichung|['f']
Streife|['f']
Streifen|['m']
Streifenbeamter|['m']
Streifenbeamtin|['f']
Streifendiagramm|['n']
Streifendienst|['m']
Streifenfundament|['n']
Streifengans|['f']
Streifenhörnchen|['n']
Streifenpolizist|['m']
Streifenpolizistin|['f']
Streifenwagen|['m']
Streiflicht|['n']
Streifschuss|['m']
Streifzug|['m']
Streik|['m']
Streikaufruf|['m']
Streikbrecher|['m']
Streikbrecherin|['f']
Streikdrohung|['f']
Streikender|['m']
Streikfonds|['m']
Streikführer|['m']
Streikkasse|['f']
Streikleitung|['f']
Streikpause|['f']
Streiktag|['m']
Streisand-Effekt|['m']
Streit|['m']
Streitaxt|['f']
Streiter|['m']
Streiterei|['f']
Streitfall|['m']
Streitfrage|['f']
Streitgespräch|['n']
Streithahn|['m']
Streithammel|['m']
Streitigkeit|['f']
Streitkolben|['m']
Streitkraft|['f']
Streitkräfteausschuss|['m']
Streitkräftekommandant|['m']
Streitkultur|['f']
Streitlaune|['f']
Streitlust|['f']
Streitmacht|['f']
Streitpartei|['f']
Streitpunkt|['m']
Streitross|['n']
Streitschlichter|['m']
Streitschlichterin|['f']
Streitschrift|['f']
Streitsucht|['f']
Streitthema|['n']
Streitwagen|['m']
Strem|['f']
Stremel|['m']
Stremellachs|['m']
Strenge|['f']
Streptokokkus|['m']
Stresemann|['m']
Stress|['m']
Stress-Kardiomyopathie|['f']
Stresshormon|['n']
Stressor|['m']
Stresstest|['m']
Stretch|['m']
Stretch-Limousine|['f']
Stretching|['n']
Stretchkleid|['n']
Streu|['f']
Streubombe|['f']
Streudiagramm|['n']
Streuer|['m']
Streufahrzeug|['n']
Streugabel|['f']
Streugut|['n']
Streukrebs|['m']
Streumunition|['f']
Streuner|['m']
Streunerin|['f']
Streunerkatze|['f']
Streuobstwiese|['f']
Streusalz|['n']
Streusalzcontainer|['m']
Streusel|['n' 'm']
Streuselkuchen|['m']
Streusiedlung|['f']
Streuung|['f']
Streuwiese|['f']
Streuzucker|['m']
Stria|['f']
Strich|['m']
Strichcode|['m']
Strichelchen|['n']
Stricher|['m']
Stricherin|['f']
Strichfarbe|['f']
Strichjunge|['m']
Strichliste|['f']
Strichmädchen|['n']
Strichmännchen|['n']
Strichpunkt|['m']
Strichrechnung|['f']
Strick|['m']
Stricker|['m']
Strickerei|['f']
Strickerin|['f']
Strickgarn|['n']
Strickjacke|['f']
Strickkleid|['n']
Strickleiter|['f']
Strickliesel|['f']
Strickmaschine|['f']
Stricknadel|['f']
Strickpullover|['m']
Strickstrumpf|['m']
Strickware|['f']
Strickweste|['f']
Strickzeug|['n']
Strickzimmer|['n']
Striegel|['m']
Striegis|['f']
Striemen|['m']
Striezel|['m']
Strike|['m']
String|['m']
Stringenz|['f']
Stringtanga|['m']
Stringtheorie|['f']
Strip|['m']
Strip-Poker|['m' 'n']
Stripclub|['m']
Striplokal|['n']
Strippe|['f']
Strippen|['n']
Strippenzieher|['m']
Strippenzieherin|['f']
Stripper|['m']
Stripperin|['f']
Strippoker|['m' 'n']
Striptease|['m' 'n']
Striptease-Club|['m']
Stripteasetänzer|['m']
Stripteasetänzerin|['f']
Stripteuse|['f']
Strizzi|['m']
Strobe|['f']
Strobilation|['f']
Stroboskop|['n']
Stroh|['n']
Strohballen|['m']
Strohblume|['f']
Strohbund|['n']
Strohbündel|['n']
Strohdach|['n']
Strohfeime|['f']
Strohfeuer|['n']
Strohgeruch|['m']
Strohhalm|['m']
Strohhaufen|['m']
Strohhut|['m']
Strohhütte|['f']
Strohlager|['n']
Strohmann|['m']
Strohmatratze|['f']
Strohmiete|['f']
Strohpellet|['n']
Strohpresse|['f']
Strohpuppe|['f']
Strohsack|['m']
Strohschober|['m']
Strohwein|['m']
Strohwitwe|['f']
Strohwitwer|['m']
Strolch|['m']
Strolchenfahrt|['f']
Strom|['m']
Stromableser|['m']
Stromableserin|['f']
Stromabnehmer|['m']
Stromabnehmerin|['f']
Stromanschluss|['m']
Stromantrieb|['m']
Stromathylakoid|['m']
Stromatolith|['m']
Stromausfall|['m']
Strombedarf|['m']
Stromberg|[]
Stromboli|['m']
Stromentnahme|['f']
Stromer|['m']
Stromerin|['f']
Stromerzeugung|['f']
Stromexport|['m']
Stromfresser|['m']
Stromgenerator|['m']
Stromgewinnung|['f']
Stromheizung|['f']
Stromherstellung|['f']
Stromimport|['m']
Stromkabel|['n']
Stromkilometer|['m']
Stromknappheit|['f']
Stromkonzern|['m']
Stromkosten|[]
Stromkreis|['m']
Stromkunde|['m']
Stromkundin|['f']
Stromleitung|['f']
Stromlieferung|['f']
Strommangel|['m']
Strommast|['m']
Strommix|['m']
Stromnetz|['n']
Stromnetzbetreiber|['m']
Strompreis|['m']
Stromproduktion|['f']
Stromquelle|['f']
Stromrechnung|['f']
Stromrichter|['m']
Stromschlag|['m']
Stromschnelle|['f']
Stromspannung|['f']
Stromsparen|['n']
Stromsparmodus|['m']
Stromspeicher|['m']
Stromsperre|['f']
Stromsteuer|['f']
Stromstärke|['f']
Stromtankstelle|['f']
Stromtrasse|['f']
Stromufer|['n']
Stromverbrauch|['m']
Stromverbraucher|['m']
Stromverbraucherin|['f']
Stromverkauf|['m']
Stromverschwendung|['f']
Stromversorger|['m']
Stromversorgung|['f']
Stromzähler|['m']
Strontium|['n']
Strophanthin|['n']
Strophe|['f']
Strophenbau|['m']
Strophenform|['f']
Strosse|['f']
Strotter|['m']
Strudel|['m']
Strudelteig|['m']
Struktur|['f']
Strukturalismus|['m']
Strukturanpassungsprogramm|['n']
Strukturbaum|['m']
Strukturbezeichnung|['f']
Strukturformel|['f']
Strukturierung|['f']
Strukturreform|['f']
Strukturwandel|['m']
Strukturwissenschaft|['f']
Strukturwissenschaftler|['m']
Strukturwort|['n']
Strumpf|['m']
Strumpfband|['n']
Strumpfbandnatter|['f']
Strumpfhalter|['m']
Strumpfhose|['f']
Strumpfhändler|['m']
Strumpfwirker|['m']
Strunk|['m']
Struwwelkopf|['m']
Strychnin|['n']
Sträfling|['m']
Sträflingskolonie|['f']
Strähnchen|['n']
Strähne|['f']
Sträußchen|['n']
Sträßchen|['n']
Sträßlein|['n']
Strömling|['m']
Strömung|['f']
Strömungsarbeitsmaschine|['f']
Strömungskraftmaschine|['f']
Strömungslehre|['f']
Strömungsmaschine|['f']
Strömungsmaschinenhauptgleichung|['f']
Strömungsmechanik|['f']
Strömungsretter|['m']
Strömungsretterin|['f']
Strömungstechnik|['f']
Stuart|['m' 'f']
Stuartkragen|['m']
Stubbi|['n']
Stube|['f']
Stubenarrest|['m']
Stubenecke|['f']
Stubenfliege|['f']
Stubenhocker|['m']
Stubenhockerin|['f']
Stubenmädchen|['n']
Stubentiger|['m']
Stubentür|['f']
Stubenälteste|['f']
Stuber|[]
Stuck|['m']
Stuckateur|['m']
Stuckateurin|['f']
Stuckdecke|['f']
Stuckornament|['n']
Student|['m']
Studentenausweis|['m']
Studentenbewegung|['f']
Studentenblume|['f']
Studentenbude|['f']
Studentenclub|['m']
Studentenfutter|['n']
Studentenführer|['m']
Studentenheim|['n']
Studentenklub|['m']
Studentenkneipe|['f']
Studentenleben|['n']
Studentenmagazin|['n']
Studentenmeisterschaft|['f']
Studentenorganisation|['f']
Studentenparty|['f']
Studentenrevolte|['f']
Studentenschaft|['f']
Studentensprache|['f']
Studentenstadt|['f']
Studentenulk|['m']
Studentenunruhe|['f']
Studentenverbindung|['f']
Studentenvertretung|['f']
Studentenverzeichnis|['n']
Studentenweltmeister|['m']
Studentenweltmeisterschaft|['f']
Studentenwohnheim|['n']
Studentenwohnung|['f']
Studentenzeit|['f']
Studentenzeitung|['f']
Studentin|['f']
Studentinnenheim|['n']
Studi|['f' 'm']
Studie|['f']
Studienabschluss|['m']
Studienabschnitt|['m']
Studienanfänger|['m']
Studienanfängerin|['f']
Studienautor|['m']
Studienautorin|['f']
Studienbuch|['n']
Studiendarlehen|['n']
Studiendirektor|['m']
Studiendirektorin|['f']
Studienfach|['n']
Studienfreund|['m']
Studienfreundin|['f']
Studiengang|['m']
Studiengebühr|['f']
Studienhalbjahr|['n']
Studienjahr|['n']
Studienkollege|['m']
Studienkollegin|['f']
Studienkredit|['m']
Studienleistung|['f']
Studienobjekt|['n']
Studienplatz|['m']
Studienrat|['m']
Studienreise|['f']
Studienrichtung|['f']
Studienrätin|['f']
Studienteam|['n']
Studienteilnehmer|['m']
Studienzeit|['f']
Studienzweig|['m']
Studierende|['f']
Studierendenclub|['m']
Studierender|['m']
Studierstube|['f']
Studiertisch|['m']
Studierzimmer|['n']
Studiker|['m']
Studio|['n']
Studiofenster|['n']
Studiogelände|['n']
Studiomusiker|['m']
Studiosus|['m']
Studiotür|['f']
Studium|['n']
Studium generale|['n']
Stufe|['f']
Stufengebet|['n']
Stufenheck|['n']
Stufenheck-Limousine|['f']
Stufenjahr|['n']
Stufenplan|['m']
Stufenpyramide|['f']
Stufenschalter|['m']
Stufenwinkel|['m']
Stuffenjahr|['n']
Stuhl|['m']
Stuhlbein|['n']
Stuhlentleerung|['f']
Stuhlfänger|['m']
Stuhlgang|['m']
Stuhllager|['n']
Stuhllehne|['f']
Stuhlprobe|['f']
Stuhlreihe|['f']
Stuhlschiedsrichter|['m']
Stuhlschiedsrichterin|['f']
Stuhlweißenburg|[]
Stuhr|[]
Stuka|['m' 'f']
Stulle|['f']
Stulpe|['f']
Stulpenstiefel|['m']
Stummel|['m']
Stummelantenne|['f']
Stummelflügel|['m']
Stummelpfeife|['f']
Stummelschwanz|['m']
Stummelwort|['n']
Stummelzahn|['m']
Stummer|['m']
Stummfilm|['m']
Stummfilmstar|['m']
Stummfilmzeit|['f']
Stummheit|['f']
Stumpen|['m']
Stumpf|['m']
Stunde|['f']
Stundenbuch|['n']
Stundengebet|['n']
Stundenglas|['n']
Stundenhotel|['n']
Stundenkilometer|['m']
Stundenlohn|['m']
Stundenmeile|['f']
Stundenplan|['m']
Stundensatz|['m']
Stundenschlag|['m']
Stundenstein|['m']
Stundentakt|['m']
Stundenverdienst|['m']
Stundenweltrekord|['m']
Stundenzahl|['f']
Stundenzeiger|['m']
Stundungsantrag|['m']
Stunt|['m']
Stuntfahrer|['m']
Stuntfrau|['f']
Stuntleute|[]
Stuntman|['m']
Stuntmann|['m']
Stupa|['m']
Stupidität|['f']
Stupor|['m']
Stuprum|['n']
Stups|['m']
Stupsnase|['f']
Stura|['m']
Sturheit|['f']
Sturm|['m']
Sturm-und-Drang-Zeit|['f']
Sturmabteilung|['f']
Sturmangriff|['m']
Sturmbann|['m']
Sturmbannführer|['m']
Sturmbö|['f']
Sturmböe|['f']
Sturmduo|['n']
Sturmflut|['f']
Sturmgeschütz|['n']
Sturmgewehr|['n']
Sturmglocke|['f']
Sturmhaube|['f']
Sturmkatastrophe|['f']
Sturmklammer|['f']
Sturmlaterne|['f']
Sturmlüftung|['f']
Sturmmann|['m']
Sturmmaske|['f']
Sturmmöwe|['f']
Sturmnacht|['f']
Sturmpartner|['m']
Sturmspitze|['f']
Sturmstärke|['f']
Sturmtaucher|['m']
Sturmtief|['n']
Sturmvogel|['m']
Sturmwarnung|['f']
Sturmwind|['m']
Sturz|['m']
Sturzbach|['m']
Sturzflug|['m']
Sturzflut|['f']
Sturzgeburt|['f']
Sturzgut|['n']
Sturzhelm|['m']
Sturzkampfflugzeug|['n']
Sturzquelle|['f']
Sturzregen|['m']
Sturzsee|['f']
Stuss|['m']
Stute|['f']
Stuten|['m']
Stutenbissigkeit|['f']
Stutenkerl|['m']
Stutensee|[]
Stuttgart|[]
Stuttgarter|['m']
Stuttgarterin|['f']
Stutz|['m']
Stutzen|['m' 'n']
Stutzer|['m']
Stutzuhr|['f']
Stylesheet|['n']
Styling|['n']
Stylobat|['m']
Stylus|['m']
Styphninsäure|['f']
Styptikum|['n']
Styr|['m']
Styrol|['n']
Styropor|['n']
Styroporbecher|['m']
Styroporteller|['m']
Styx|['m']
Stäbchen|['n']
Städtchen|['n']
Städtebund|['m']
Städtehanse|['f']
Städtename|['m']
Städtepartnerschaft|['f']
Städter|['m']
Städterin|['f']
Städtlein|['n']
Ständchen|['n']
Ständelwurz|['f']
Ständemehr|['n']
Ständer|['m']
Ständerbau|['m']
Ständerbauweise|['f']
Ständerpilz|['m']
Ständerwand|['f']
Ständeversammlung|['f']
Stängel|['m']
Stänkerin|['f']
Stärke|['f']
Stärkeakzent|['m']
Stärkefabrik|['f']
Stärkegehalt|['m']
Stärkere|['f']
Stärkerer|['m']
Stärkung|['f']
Stätte|['f']
Stäubchen|['n']
Stöckchen|['n']
Stöckel|['m' 'n']
Stöckelschuh|['m']
Stöcken|[]
Stöcker|['m']
Stöffsche|['n']
Stöhnen|['n']
Stöpsel|['m']
Stör|['m' 'f']
Störchin|['f']
Störenfried|['m']
Störer|['m']
Störerin|['f']
Störfaktor|['m']
Störimpuls|['m']
Störsender|['m']
Störung|['f']
Störungsmanagement|['n']
Stövchen|['n']
Stößel|['m']
Stößen|[]
Stübchen|['n']
Stübchenvater|['m']
Stüber|['m']
Stück|['n']
Stückchen|['n']
Stückkosten|[]
Stücklein|['n']
Stückliste|['f']
Stückländerei|['f']
Stückpforte|['f']
Stückpreis|['m']
Stückzahl|['f']
Stühlchen|['n']
Stühlerücken|['n']
Stühlingen|[]
Stüler|[]
Stümper|['m']
Stümperin|['f']
Stündchen|['n']
Stündlein|['n']
Stürmer|['m']
Stürmer und Dränger|['m']
Stürmerfoul|['n']
Stürmerin|['f']
Stützapparat|['m']
Stützbalken|['m']
Stützbatterie|['f']
Stütze|['f']
Stützenkonstruktion|['f']
Stützgabel|['f']
Stützgewebe|['n']
Stützpfeiler|['m']
Stützpunkt|['m']
Stützpunktkommandeur|['m']
Stützrad|['n']
Stützung|['f']
Stützwort|['n']
Stüver|[]
Suada|['f']
Suaheli|['m']
Suasorie|['f']
Subalternität|['f']
Subarachnoidalblutung|['f']
Subbotnik|['m']
Subdiakon|['m']
Subdiakonin|['f']
Subdivisio|['f']
Subdomain|['n' 'f']
Subdominante|['f']
Subduktionszone|['f']
Suberit|['m']
Subfakultät|['f']
Subfamilia|['f']
Subgenus|['n']
Subhastation|['f']
Subic-Bucht|['f']
Subileus|['m']
Subjazenz|['f']
Subjekt|['n']
Subjektion|['f']
Subjektivität|['f']
Subjektsatz|['m']
Subjunktion|['f']
Subjunktiv|['m']
Subklasse|['f']
Subkontinent|['m']
Subkultur|['f']
Sublimat|['n']
Sublimation|['f']
Sublimierung|['f']
Sublimität|['f']
Sublizenz|['f']
Sublokation|['f']
Submersion|['f']
Submersionstaufe|['f']
Submikroporen|['f']
Subministration|['f']
Submittent|['m']
Submittentin|['f']
Subnormale|['f']
Subordination|['f']
Subordo|['f']
Suboxid|['n']
Suboxyd|['n']
Subphylum|['n']
Subpolarzone|['f']
Subprior|['m']
Subraum|['m']
Subregnum|['n']
Subreption|['f']
Subrosion|['f']
Subsellium|['n']
Subsidiarität|['f']
Subsidiaritätsprinzip|['n']
Subsidium|['n']
Subsistenz|['f']
Subsistenzwirtschaft|['f']
Subskribent|['m']
Subskribentin|['f']
Subskription|['f']
Subskriptionspreis|['m']
Subspecies|['f']
Subspezies|['f']
Substantialität|['f']
Substantiierung|['f']
Substantiv|['n']
Substantivflexion|['f']
Substantivierung|['f']
Substanz|['f']
Substanzdualismus|['m']
Substanzialität|['f']
Substanzmonismus|['m']
Substanzverlust|['m']
Substituent|['m']
Substitut|['n']
Substitution|['f']
Substitutionalität|['f']
Substitutionselastizität|['f']
Substitutionsklasse|['f']
Substrat|['n']
Substratsprache|['f']
Subsystem|['n']
Subtest|['m']
Subtext|['m']
Subtilität|['f']
Subtrahend|['m']
Subtraktion|['f']
Subtraktionsfuge|['f']
Subtropen|[]
Subtyp|['m']
Suburb|['f']
Suburbanisierung|['f']
Suburbium|['n']
Subvarietät|['f']
Subvention|['f']
Subventionierung|['f']
Subventionsantrag|['m']
Subversion|['f']
Subwoofer|['m']
Succinylsäure|['f']
Suchaktion|['f']
Suchauftrag|['m']
Suchbegriff|['m']
Suchbereich|['m']
Suche|['f']
Suchende|['f']
Suchender|['m']
Sucher|['m']
Sucherbild|['n']
Suchfunktion|['f']
Suchhund|['m']
Suchknopf|['m']
Suchmaschine|['f']
Suchmaschinenoptimierung|['f']
Suchmeldung|['f']
Suchscheinwerfer|['m']
Suchspiel|['n']
Sucht|['f']
Suchtabteilung|['f']
Suchtambulanz|['f']
Suchtentwöhnung|['f']
Suchterkrankung|['f']
Suchtgefahr|['f']
Suchtgift|['n']
Suchtgiftschmuggel|['m']
Suchtmittel|['n']
Suchtrupp|['m']
Suchtstoff|['m']
Suchtverhalten|['n']
Suchtwirkung|['f']
Suchverlauf|['m']
Suchzeit|['f']
Sucre|['m']
Sud|['m']
Sudan|[]
Sudanese|['m']
Sudanesin|['f']
Sudation|['f']
Sudatorium|['n']
Sudauen|[]
Sudelbuch|['n']
Suderant|['m']
Sudeten|[]
Sudetendeutsche|['f']
Sudetendeutscher|['m']
Sudetengau|['n']
Sudetenland|['n']
Sudoku|['n']
Sudor|['m']
Sueben|[]
Sueskanal|['m']
Suez-Kanal|['m']
Suezkanal|['m']
Suezkrieg|['m']
Sufet|['m']
Sufetat|['m' 'n']
Suff|['m']
Suffektkonsul|['m']
Suffigierung|['f']
Suffisance|['f']
Suffix|['n']
Suffixbildung|['f']
Suffixfolge|['f']
Suffixkette|['f']
Suffixoid|['n']
Suffixpronomen|['n']
Suffizienz|['f']
Sufflenheim|[]
Suffragan|['m']
Suffraganbischof|['m']
Suffraganbistum|['n']
Suffragette|['f']
Sufi|['m']
Sufi-Orden|['m']
Sufi-Schrein|['m']
Sufiismus|['m']
Sufismus|['m']
Sufist|['m']
